device_id,os,browser,is_emulator
d_000915,Android,Edge,0
d_000916,Windows,Chrome,0
d_000917,iOS,Edge,0
d_000918,iOS,Safari,0
d_000919,Windows,Firefox,0
d_000920,Android,Chrome,0
d_000921,Linux,Chrome,1
d_000922,Windows,Safari,0
d_000923,Linux,Safari,0
d_000924,Android,Firefox,0
d_000925,Android,Edge,0
d_000926,Linux,Chrome,0
d_000927,Android,Chrome,0
d_000928,Windows,Chrome,1
d_000929,Android,Edge,0
d_000930,Windows,Edge,0
d_000931,Android,Chrome,0
d_000932,Windows,Edge,0
d_000933,Android,Edge,1
d_000934,Android,Edge,0
d_000935,Linux,Edge,1
d_000936,Windows,Chrome,0
d_000937,Windows,Safari,1
d_000938,Android,Chrome,0
d_000939,iOS,Safari,0
d_000940,Windows,Edge,0
d_000941,Linux,Safari,1
d_000942,iOS,Chrome,0
d_000943,iOS,Firefox,0
d_000944,Windows,Firefox,1
d_000945,iOS,Edge,0
d_000946,Windows,Firefox,0
d_000947,Android,Safari,0
d_000948,iOS,Chrome,0
d_000949,Windows,Safari,1
d_000950,iOS,Chrome,0
d_000951,iOS,Edge,0
d_000952,Windows,Firefox,1
d_000953,Linux,Firefox,0
d_000954,Android,Edge,0
d_000955,Linux,Safari,0
d_000956,iOS,Safari,0
d_000957,iOS,Safari,1
d_000958,Windows,Edge,1
d_000959,Linux,Safari,0
d_000960,Windows,Chrome,0
d_000961,Windows,Chrome,0
d_000962,iOS,Firefox,0
d_000963,iOS,Firefox,1
d_000964,Android,Safari,0
d_000965,Windows,Safari,0
d_000966,Windows,Safari,0
d_000967,iOS,Safari,0
d_000968,Android,Safari,0
d_000969,Android,Chrome,0
d_000970,Linux,Chrome,0
d_000971,iOS,Firefox,0
d_000972,iOS,Firefox,1
d_000973,iOS,Edge,0
d_000974,Android,Safari,0
d_000975,iOS,Safari,0
d_000976,Windows,Firefox,1
d_000977,iOS,Chrome,1
d_000978,Windows,Safari,0
d_000979,iOS,Chrome,0
d_000980,iOS,Edge,0
d_000981,Android,Edge,0
d_000982,iOS,Edge,0
d_000983,Linux,Edge,0
d_000984,Windows,Firefox,0
d_000985,Linux,Edge,1
d_000986,Linux,Chrome,0
d_000987,iOS,Safari,0
d_000988,iOS,Edge,1
d_000989,Windows,Edge,0
d_000990,iOS,Firefox,1
d_000991,Android,Safari,0
d_000992,Windows,Edge,0
d_000993,iOS,Chrome,0
d_000994,Windows,Edge,1
d_000995,Linux,Edge,1
d_000996,Windows,Edge,1
d_000997,Windows,Edge,0
d_000998,iOS,Edge,0
d_000999,Windows,Chrome,0
d_001000,Android,Firefox,0
d_001001,Windows,Safari,0
d_001002,Android,Chrome,0
d_001003,Android,Safari,0
d_001004,iOS,Firefox,0
d_001005,Windows,Firefox,0
d_001006,iOS,Firefox,0
d_001007,Windows,Firefox,0
d_001008,Linux,Edge,0
d_001009,Linux,Safari,0
d_001010,iOS,Safari,1
d_001011,Linux,Safari,0
d_001012,Linux,Firefox,1
d_001013,Windows,Safari,0
d_001014,Linux,Safari,1
d_001015,Linux,Chrome,1
d_001016,iOS,Safari,0
d_001017,Android,Edge,0
d_001018,Windows,Safari,0
d_001019,Linux,Edge,1
d_001020,Windows,Chrome,0
d_001021,iOS,Safari,0
d_001022,Linux,Edge,0
d_001023,Linux,Chrome,0
d_001024,iOS,Edge,1
d_001025,Windows,Edge,0
d_001026,Android,Safari,0
d_001027,iOS,Chrome,0
d_001028,Android,Safari,1
d_001029,Android,Edge,0
d_001030,iOS,Safari,0
d_001031,Android,Edge,0
d_001032,Windows,Chrome,0
d_001033,Windows,Edge,0
d_001034,iOS,Chrome,1
d_001035,Linux,Edge,0
d_001036,Linux,Safari,0
d_001037,iOS,Firefox,0
d_001038,Linux,Safari,1
d_001039,iOS,Edge,0
d_001040,iOS,Chrome,0
d_001041,Linux,Chrome,0
d_001042,iOS,Firefox,1
d_001043,Linux,Edge,1
d_001044,Android,Firefox,0
d_001045,Windows,Firefox,1
d_001046,iOS,Edge,1
d_001047,iOS,Edge,0
d_001048,Linux,Safari,1
d_001049,Linux,Chrome,0
d_001050,iOS,Firefox,0
d_001051,Android,Safari,0
d_001052,Linux,Chrome,1
d_001053,Android,Chrome,0
d_001054,Linux,Edge,0
d_001055,Windows,Safari,0
d_001056,Linux,Chrome,0
d_001057,Linux,Edge,0
d_001058,Linux,Safari,0
d_001059,Android,Chrome,1
d_001060,Android,Safari,0
d_001061,Linux,Edge,0
d_001062,Android,Chrome,1
d_001063,Linux,Safari,0
d_001064,Windows,Safari,1
d_001065,Android,Chrome,0
d_001066,Windows,Chrome,0
d_001067,iOS,Chrome,1
d_001068,Windows,Safari,0
d_001069,Windows,Safari,1
d_001070,Android,Safari,0
d_001071,Android,Chrome,1
d_001072,Windows,Edge,1
d_001073,Android,Chrome,0
d_001074,iOS,Safari,1
d_001075,iOS,Safari,0
d_001076,Android,Edge,0
d_001077,Android,Firefox,0
d_001078,Android,Safari,0
d_001079,iOS,Safari,0
d_001080,Linux,Chrome,0
d_001081,Windows,Safari,0
d_001082,Linux,Edge,0
d_001083,iOS,Safari,0
d_001084,Windows,Firefox,0
d_001085,Android,Edge,0
d_001086,Android,Edge,0
d_001087,Linux,Safari,0
d_001088,Windows,Firefox,0
d_001089,Android,Safari,0
d_001090,Windows,Edge,1
d_001091,iOS,Firefox,0
d_001092,Windows,Edge,0
d_001093,Windows,Safari,0
d_001094,Linux,Chrome,0
d_001095,Android,Edge,0
d_001096,iOS,Chrome,1
d_001097,Android,Chrome,0
d_001098,iOS,Edge,0
d_001099,Android,Chrome,0
d_001100,Windows,Edge,0
d_001101,iOS,Safari,0
d_001102,iOS,Chrome,1
d_001103,Linux,Firefox,0
d_001104,Windows,Firefox,0
d_001105,Linux,Firefox,0
d_001106,iOS,Firefox,0
d_001107,iOS,Safari,0
d_001108,iOS,Safari,0
d_001109,Windows,Safari,1
d_001110,Android,Chrome,1
d_001111,Android,Safari,1
d_001112,iOS,Safari,0
d_001113,Android,Safari,0
d_001114,iOS,Chrome,0
d_001115,Linux,Firefox,1
d_001116,iOS,Safari,0
d_001117,iOS,Safari,1
d_001118,Windows,Edge,0
d_001119,Windows,Edge,0
d_001120,Windows,Edge,0
d_001121,iOS,Edge,1
d_001122,Linux,Edge,1
d_001123,Linux,Chrome,0
d_001124,Linux,Chrome,1
d_001125,iOS,Safari,0
d_001126,Linux,Edge,0
d_001127,Linux,Firefox,0
d_001128,Linux,Chrome,1
d_001129,iOS,Edge,0
d_001130,iOS,Safari,0
d_001131,Android,Firefox,0
d_001132,Linux,Edge,1
d_001133,Windows,Edge,1
d_001134,Windows,Chrome,1
d_001135,Android,Chrome,1
d_001136,iOS,Safari,1
d_001137,Windows,Firefox,1
d_001138,Windows,Chrome,1
d_001139,Linux,Safari,1
d_001140,Linux,Chrome,0
d_001141,Android,Safari,0
d_001142,Linux,Safari,0
d_001143,iOS,Safari,0
d_001144,Android,Chrome,0
d_001145,Linux,Chrome,1
d_001146,Linux,Safari,0
d_001147,Windows,Firefox,1
d_001148,Windows,Edge,1
d_001149,Android,Firefox,0
d_001150,Windows,Safari,0
d_001151,Windows,Chrome,1
d_001152,Linux,Chrome,0
d_001153,Android,Edge,0
d_001154,Windows,Edge,1
d_001155,iOS,Firefox,0
d_001156,iOS,Safari,0
d_001157,iOS,Chrome,1
d_001158,iOS,Safari,1
d_001159,Android,Safari,0
d_001160,Windows,Edge,0
d_001161,Android,Safari,1
d_001162,Windows,Chrome,0
d_001163,Android,Firefox,1
d_001164,Windows,Chrome,0
d_001165,Linux,Edge,0
d_001166,Android,Chrome,0
d_001167,Android,Chrome,0
d_001168,iOS,Chrome,0
d_001169,Windows,Edge,1
d_001170,Windows,Edge,1
d_001171,Windows,Firefox,0
d_001172,iOS,Firefox,0
d_001173,Linux,Chrome,1
d_001174,Windows,Chrome,0
d_001175,Linux,Edge,0
d_001176,Android,Chrome,0
d_001177,iOS,Firefox,0
d_001178,Linux,Edge,1
d_001179,Android,Firefox,0
d_001180,Windows,Chrome,0
d_001181,Linux,Safari,0
d_001182,Linux,Chrome,1
d_001183,Linux,Edge,0
d_001184,Linux,Firefox,0
d_001185,iOS,Chrome,0
d_001186,Linux,Chrome,0
d_001187,Linux,Safari,0
d_001188,Android,Edge,1
d_001189,iOS,Safari,0
d_001190,Android,Chrome,0
d_001191,Android,Safari,1
d_001192,Linux,Firefox,0
d_001193,Windows,Edge,0
d_001194,iOS,Edge,0
d_001195,Windows,Safari,0
d_001196,Windows,Edge,0
d_001197,Linux,Safari,1
d_001198,Windows,Chrome,0
d_001199,Android,Chrome,0
d_001200,Windows,Safari,0
d_001201,Windows,Safari,0
d_001202,Linux,Chrome,0
d_001203,Android,Safari,0
d_001204,Linux,Firefox,1
d_001205,iOS,Safari,0
d_001206,Linux,Chrome,0
d_001207,Windows,Safari,1
d_001208,iOS,Edge,0
d_001209,iOS,Firefox,1
d_001210,Android,Firefox,0
d_001211,Android,Firefox,0
d_001212,iOS,Edge,1
d_001213,Linux,Chrome,0
d_001214,iOS,Safari,0
d_001215,Android,Safari,0
d_001216,Linux,Firefox,1
d_001217,Android,Edge,0
d_001218,Linux,Edge,0
d_001219,Linux,Edge,0
d_001220,Windows,Firefox,0
d_001221,Linux,Chrome,0
d_001222,Windows,Chrome,0
d_001223,Linux,Safari,0
d_001224,Linux,Edge,0
d_001225,iOS,Safari,0
d_001226,iOS,Chrome,0
d_001227,Android,Safari,0
d_001228,Linux,Safari,1
d_001229,Android,Firefox,0
d_001230,iOS,Chrome,1
d_001231,Windows,Edge,0
d_001232,Linux,Safari,0
d_001233,Android,Safari,0
d_001234,Linux,Firefox,1
d_001235,Linux,Chrome,0
d_001236,Linux,Firefox,1
d_001237,Windows,Chrome,1
d_001238,Android,Chrome,0
d_001239,Linux,Safari,0
d_001240,Linux,Firefox,0
d_001241,iOS,Edge,0
d_001242,Linux,Firefox,1
d_001243,Android,Firefox,0
d_001244,iOS,Edge,0
d_001245,Linux,Edge,0
d_001246,Android,Safari,0
d_001247,iOS,Safari,0
d_001248,Linux,Firefox,0
d_001249,Android,Safari,0
d_001250,iOS,Chrome,0
d_001251,Android,Chrome,0
d_001252,Windows,Firefox,0
d_001253,Linux,Chrome,0
d_001254,Windows,Chrome,0
d_001255,Linux,Safari,0
d_001256,Windows,Firefox,1
d_001257,Android,Chrome,0
d_001258,Android,Safari,0
d_001259,Windows,Safari,0
d_001260,iOS,Firefox,0
d_001261,iOS,Edge,0
d_001262,Windows,Firefox,0
d_001263,iOS,Edge,1
d_001264,Android,Firefox,1
d_001265,iOS,Safari,1
d_001266,Windows,Safari,0
d_001267,iOS,Edge,0
d_001268,Windows,Edge,0
d_001269,Android,Safari,1
d_001270,Windows,Chrome,0
d_001271,Linux,Chrome,0
d_001272,Android,Firefox,0
d_001273,Windows,Safari,0
d_001274,Windows,Chrome,0
d_001275,Linux,Safari,0
d_001276,Android,Chrome,1
d_001277,Windows,Edge,0
d_001278,Windows,Firefox,0
d_001279,Android,Chrome,0
d_001280,Windows,Edge,0
d_001281,Windows,Edge,0
d_001282,iOS,Firefox,1
d_001283,iOS,Safari,0
d_001284,Linux,Firefox,0
d_001285,Windows,Safari,0
d_001286,Linux,Safari,1
d_001287,Windows,Edge,1
d_001288,Windows,Edge,0
d_001289,Windows,Chrome,0
d_001290,Linux,Firefox,0
d_001291,Android,Chrome,0
d_001292,Android,Safari,0
d_001293,Android,Firefox,0
d_001294,Android,Edge,1
d_001295,Linux,Edge,0
d_001296,Linux,Chrome,0
d_001297,Android,Edge,0
d_001298,iOS,Chrome,0
d_001299,iOS,Safari,1
d_001300,Android,Firefox,0
d_001301,Windows,Chrome,0
d_001302,Linux,Edge,1
d_001303,Windows,Chrome,0
d_001304,iOS,Chrome,0
d_001305,Windows,Edge,0
d_001306,Windows,Safari,0
d_001307,Linux,Safari,0
d_001308,Android,Edge,0
d_001309,Android,Firefox,1
d_001310,Linux,Firefox,0
d_001311,Windows,Chrome,0
d_001312,Windows,Safari,0
d_001313,Windows,Chrome,1
d_001314,Linux,Edge,0
d_001315,Android,Safari,0
d_001316,Android,Edge,1
d_001317,iOS,Firefox,0
d_001318,Linux,Edge,0
d_001319,Windows,Firefox,0
d_001320,iOS,Firefox,1
d_001321,Linux,Edge,0
d_001322,iOS,Firefox,0
d_001323,Android,Firefox,1
d_001324,Android,Safari,0
d_001325,Android,Safari,0
d_001326,Linux,Firefox,1
d_001327,iOS,Safari,0
d_001328,Windows,Chrome,1
d_001329,Linux,Edge,1
d_001330,Windows,Edge,0
d_001331,iOS,Chrome,1
d_001332,Android,Safari,0
d_001333,Windows,Chrome,0
d_001334,Android,Firefox,0
d_001335,Android,Edge,1
d_001336,Windows,Firefox,1
d_001337,Android,Edge,1
d_001338,iOS,Safari,0
d_001339,Windows,Chrome,0
d_001340,iOS,Edge,0
d_001341,Linux,Chrome,0
d_001342,iOS,Safari,0
d_001343,Android,Safari,0
d_001344,Android,Firefox,1
d_001345,iOS,Edge,0
d_001346,iOS,Chrome,0
d_001347,Linux,Edge,0
d_001348,iOS,Safari,0
d_001349,Linux,Edge,0
d_001350,Linux,Chrome,0
d_001351,Android,Firefox,0
d_001352,Windows,Firefox,0
d_001353,iOS,Firefox,1
d_001354,iOS,Chrome,0
d_001355,Android,Firefox,0
d_001356,Windows,Edge,0
d_001357,Android,Edge,0
d_001358,Windows,Edge,0
d_001359,Windows,Firefox,0
d_001360,Android,Chrome,0
d_001361,Windows,Firefox,0
d_001362,Windows,Safari,0
d_001363,iOS,Edge,0
d_001364,Android,Safari,0
d_001365,Android,Safari,0
d_001366,Linux,Chrome,0
d_001367,Windows,Firefox,0
d_001368,iOS,Safari,1
d_001369,iOS,Safari,0
d_001370,Windows,Firefox,1
d_001371,Linux,Chrome,0
d_001372,Android,Edge,1
d_001373,Android,Safari,1
d_001374,iOS,Firefox,0
d_001375,Android,Safari,0
d_001376,Linux,Chrome,1
d_001377,Linux,Edge,0
d_001378,Linux,Firefox,1
d_001379,iOS,Chrome,0
d_001380,iOS,Chrome,0
d_001381,Windows,Firefox,1
d_001382,Windows,Firefox,0
d_001383,iOS,Safari,0
d_001384,iOS,Firefox,0
d_001385,iOS,Firefox,0
d_001386,Windows,Chrome,0
d_001387,iOS,Chrome,0
d_001388,Windows,Firefox,0
d_001389,Android,Firefox,0
d_001390,Linux,Firefox,0
d_001391,Android,Chrome,0
d_001392,iOS,Firefox,0
d_001393,Windows,Chrome,0
d_001394,Linux,Firefox,0
d_001395,Linux,Safari,0
d_001396,Windows,Safari,0
d_001397,iOS,Edge,1
d_001398,Linux,Firefox,0
d_001399,Linux,Chrome,0
d_001400,iOS,Edge,1
d_001401,iOS,Safari,0
d_001402,iOS,Firefox,1
d_001403,Windows,Safari,0
d_001404,Linux,Safari,0
d_001405,iOS,Chrome,0
d_001406,iOS,Edge,1
d_001407,Android,Safari,1
d_001408,Android,Edge,0
d_001409,Android,Chrome,1
d_001410,Android,Safari,0
d_001411,Android,Firefox,0
d_001412,Android,Chrome,0
d_001413,Windows,Chrome,0
d_001414,iOS,Edge,0
d_001415,iOS,Firefox,1
d_001416,Linux,Safari,0
d_001417,Android,Firefox,0
d_001418,Android,Chrome,0
d_001419,Windows,Chrome,0
d_001420,iOS,Chrome,1
d_001421,Android,Safari,0
d_001422,Linux,Safari,1
d_001423,Windows,Safari,0
d_001424,Android,Edge,1
d_001425,Android,Safari,0
d_001426,Windows,Firefox,0
d_001427,Windows,Chrome,0
d_001428,Android,Chrome,0
d_001429,iOS,Edge,0
d_001430,iOS,Edge,0
d_001431,Windows,Firefox,0
d_001432,Android,Firefox,0
d_001433,Windows,Firefox,1
d_001434,Android,Safari,0
d_001435,Windows,Safari,0
d_001436,Linux,Edge,1
d_001437,Android,Edge,0
d_001438,iOS,Chrome,0
d_001439,iOS,Safari,0
d_001440,Windows,Firefox,1
d_001441,Linux,Edge,1
d_001442,Windows,Safari,1
d_001443,Linux,Edge,0
d_001444,Linux,Safari,1
d_001445,Android,Edge,1
d_001446,Android,Safari,0
d_001447,Android,Safari,0
d_001448,Windows,Edge,0
d_001449,Android,Chrome,0
d_001450,Windows,Safari,0
d_001451,Linux,Safari,0
d_001452,iOS,Safari,1
d_001453,Android,Safari,0
d_001454,iOS,Edge,0
d_001455,Linux,Firefox,0
d_001456,Android,Chrome,0
d_001457,iOS,Chrome,1
d_001458,Windows,Safari,0
d_001459,iOS,Chrome,0
d_001460,Linux,Safari,0
d_001461,Linux,Safari,0
d_001462,Linux,Edge,0
d_001463,Linux,Chrome,0
d_001464,Android,Safari,0
d_001465,Android,Safari,0
d_001466,Android,Edge,0
d_001467,Linux,Firefox,1
d_001468,iOS,Edge,0
d_001469,Windows,Chrome,0
d_001470,iOS,Safari,1
d_001471,Android,Safari,1
d_001472,iOS,Chrome,1
d_001473,Linux,Firefox,1
d_001474,Linux,Safari,1
d_001475,Windows,Edge,0
d_001476,Windows,Chrome,0
d_001477,Android,Firefox,0
d_001478,Android,Safari,0
d_001479,iOS,Chrome,0
d_001480,iOS,Chrome,0
d_001481,iOS,Safari,0
d_001482,iOS,Firefox,0
d_001483,Android,Edge,0
d_001484,Android,Firefox,0
d_001485,Windows,Chrome,0
d_001486,Windows,Edge,0
d_001487,Windows,Edge,0
d_001488,iOS,Chrome,0
d_001489,Linux,Chrome,0
d_001490,Android,Edge,0
d_001491,Android,Firefox,1
d_001492,iOS,Edge,0
d_001493,Android,Safari,0
d_001494,iOS,Safari,0
d_001495,Linux,Safari,0
d_001496,Windows,Firefox,0
d_001497,Android,Edge,1
d_001498,iOS,Chrome,0
d_001499,Linux,Chrome,0
d_001500,iOS,Firefox,0
d_001501,Linux,Chrome,0
d_001502,Windows,Safari,1
d_001503,iOS,Chrome,0
d_001504,Windows,Firefox,0
d_001505,Android,Safari,0
d_001506,Windows,Edge,1
d_001507,Linux,Safari,0
d_001508,Linux,Chrome,0
d_001509,Windows,Edge,0
d_001510,iOS,Edge,1
d_001511,Windows,Firefox,0
d_001512,Linux,Edge,0
d_001513,Android,Chrome,0
d_001514,Android,Safari,0
d_001515,Windows,Edge,0
d_001516,Linux,Chrome,0
d_001517,Linux,Edge,0
d_001518,Windows,Edge,0
d_001519,Linux,Chrome,1
d_001520,iOS,Chrome,0
d_001521,Linux,Safari,1
d_001522,Windows,Chrome,1
d_001523,Windows,Edge,0
d_001524,Linux,Chrome,0
d_001525,Linux,Chrome,0
d_001526,Linux,Safari,0
d_001527,Windows,Chrome,0
d_001528,Android,Firefox,1
d_001529,Linux,Safari,1
d_001530,iOS,Chrome,0
d_001531,Windows,Firefox,1
d_001532,Android,Safari,0
d_001533,Windows,Edge,0
d_001534,Windows,Edge,0
d_001535,iOS,Firefox,1
d_001536,Android,Chrome,0
d_001537,Windows,Firefox,1
d_001538,iOS,Firefox,0
d_001539,Linux,Edge,1
d_001540,Linux,Firefox,0
d_001541,Android,Safari,1
d_001542,iOS,Firefox,0
d_001543,Android,Safari,0
d_001544,iOS,Edge,1
d_001545,Android,Edge,0
d_001546,Android,Edge,0
d_001547,Linux,Chrome,0
d_001548,iOS,Safari,0
d_001549,iOS,Edge,1
d_001550,Windows,Safari,0
d_001551,Android,Firefox,0
d_001552,Android,Firefox,0
d_001553,Android,Edge,0
d_001554,Linux,Edge,1
d_001555,Windows,Edge,0
d_001556,Android,Safari,0
d_001557,Linux,Firefox,1
d_001558,iOS,Edge,0
d_001559,Windows,Edge,1
d_001560,Android,Chrome,0
d_001561,Android,Chrome,0
d_001562,Android,Edge,1
d_001563,Linux,Chrome,0
d_001564,Linux,Safari,0
d_001565,Linux,Edge,0
d_001566,iOS,Edge,0
d_001567,Windows,Edge,0
d_001568,Linux,Chrome,1
d_001569,iOS,Firefox,0
d_001570,Windows,Firefox,0
d_001571,iOS,Chrome,1
d_001572,Android,Chrome,1
d_001573,iOS,Firefox,0
d_001574,Windows,Safari,0
d_001575,iOS,Edge,1
d_001576,Linux,Chrome,0
d_001577,iOS,Edge,1
d_001578,Linux,Firefox,0
d_001579,Linux,Safari,0
d_001580,iOS,Chrome,0
d_001581,Windows,Safari,1
d_001582,iOS,Chrome,0
d_001583,Android,Edge,0
d_001584,iOS,Chrome,0
d_001585,Linux,Chrome,0
d_001586,Linux,Firefox,0
d_001587,iOS,Safari,0
d_001588,iOS,Safari,0
d_001589,Windows,Chrome,1
d_001590,Android,Safari,0
d_001591,Android,Chrome,0
d_001592,Android,Chrome,1
d_001593,Windows,Firefox,0
d_001594,Android,Chrome,0
d_001595,Windows,Safari,1
d_001596,Android,Edge,1
d_001597,Linux,Chrome,0
d_001598,Android,Safari,1
d_001599,Linux,Firefox,1
d_001600,iOS,Safari,1
d_001601,Android,Safari,0
d_001602,Android,Firefox,0
d_001603,Linux,Chrome,0
d_001604,Windows,Chrome,0
d_001605,Android,Chrome,0
d_001606,iOS,Firefox,0
d_001607,iOS,Chrome,0
d_001608,iOS,Safari,0
d_001609,iOS,Firefox,0
d_001610,Linux,Safari,0
d_001611,Windows,Firefox,0
d_001612,Linux,Edge,1
d_001613,iOS,Firefox,1
d_001614,iOS,Firefox,0
d_001615,Android,Firefox,1
d_001616,iOS,Edge,0
d_001617,Linux,Edge,1
d_001618,Windows,Chrome,0
d_001619,Linux,Safari,1
d_001620,Windows,Chrome,0
d_001621,iOS,Chrome,1
d_001622,Linux,Firefox,0
d_001623,Linux,Chrome,0
d_001624,iOS,Firefox,0
d_001625,iOS,Firefox,1
d_001626,Android,Safari,0
d_001627,Windows,Safari,0
d_001628,Android,Chrome,0
d_001629,Android,Firefox,0
d_001630,Linux,Firefox,0
d_001631,Android,Edge,0
d_001632,iOS,Safari,0
d_001633,Windows,Chrome,0
d_001634,Linux,Firefox,1
d_001635,iOS,Safari,0
d_001636,Linux,Edge,0
d_001637,Windows,Edge,0
d_001638,Android,Edge,0
d_001639,Windows,Edge,0
d_001640,Android,Firefox,0
d_001641,Android,Edge,0
d_001642,iOS,Edge,0
d_001643,Android,Firefox,0
d_001644,Android,Edge,0
d_001645,Linux,Firefox,0
d_001646,Windows,Firefox,0
d_001647,Android,Firefox,1
d_001648,Android,Edge,1
d_001649,Linux,Edge,0
d_001650,Windows,Chrome,0
d_001651,iOS,Chrome,0
d_001652,iOS,Chrome,0
d_001653,Linux,Safari,0
d_001654,Android,Safari,0
d_001655,Android,Chrome,0
d_001656,Android,Chrome,0
d_001657,Windows,Chrome,0
d_001658,Windows,Edge,0
d_001659,iOS,Safari,0
d_001660,Android,Safari,1
d_001661,iOS,Edge,0
d_001662,Android,Safari,1
d_001663,Linux,Firefox,1
d_001664,Linux,Safari,0
d_001665,Windows,Firefox,0
d_001666,Windows,Safari,0
d_001667,Android,Chrome,0
d_001668,Android,Safari,1
d_001669,iOS,Edge,0
d_001670,iOS,Edge,1
d_001671,Windows,Safari,0
d_001672,Windows,Edge,0
d_001673,Android,Safari,0
d_001674,Windows,Edge,0
d_001675,iOS,Edge,1
d_001676,Android,Firefox,0
d_001677,iOS,Firefox,1
d_001678,iOS,Edge,0
d_001679,Android,Safari,0
d_001680,Linux,Safari,0
d_001681,Android,Edge,0
d_001682,Windows,Firefox,1
d_001683,Android,Firefox,0
d_001684,iOS,Safari,1
d_001685,Linux,Firefox,1
d_001686,Linux,Firefox,0
d_001687,Android,Chrome,0
d_001688,Linux,Safari,1
d_001689,iOS,Edge,0
d_001690,Windows,Edge,0
d_001691,Android,Chrome,1
d_001692,Android,Safari,0
d_001693,Android,Chrome,0
d_001694,iOS,Chrome,0
d_001695,Windows,Safari,0
d_001696,Linux,Edge,1
d_001697,iOS,Firefox,0
d_001698,iOS,Safari,1
d_001699,Windows,Firefox,0
d_001700,Android,Chrome,0
d_001701,Linux,Firefox,0
d_001702,iOS,Firefox,0
d_001703,iOS,Safari,0
d_001704,Linux,Safari,0
d_001705,Linux,Edge,0
d_001706,Android,Safari,0
d_001707,Android,Safari,0
d_001708,Windows,Edge,0
d_001709,Linux,Safari,0
d_001710,Android,Chrome,1
d_001711,Windows,Safari,0
d_001712,iOS,Chrome,0
d_001713,Windows,Firefox,0
d_001714,Linux,Firefox,1
d_001715,Linux,Firefox,0
d_001716,Linux,Chrome,0
d_001717,Windows,Firefox,0
d_001718,Android,Firefox,1
d_001719,iOS,Edge,0
d_001720,iOS,Firefox,0
d_001721,Android,Safari,1
d_001722,Windows,Safari,1
d_001723,iOS,Edge,0
d_001724,Windows,Edge,0
d_001725,Windows,Firefox,0
d_001726,Linux,Edge,0
d_001727,Windows,Safari,0
d_001728,Windows,Chrome,0
d_001729,Linux,Firefox,1
d_001730,Android,Chrome,0
d_001731,iOS,Edge,1
d_001732,Windows,Safari,0
d_001733,Linux,Firefox,0
d_001734,Windows,Chrome,0
d_001735,Android,Safari,1
d_001736,Android,Chrome,0
d_001737,Windows,Chrome,1
d_001738,Windows,Chrome,1
d_001739,Windows,Safari,0
d_001740,Windows,Safari,0
d_001741,Windows,Safari,0
d_001742,Linux,Chrome,0
d_001743,iOS,Chrome,0
d_001744,Windows,Safari,1
d_001745,Linux,Edge,1
d_001746,Windows,Firefox,0
d_001747,iOS,Edge,0
d_001748,iOS,Safari,0
d_001749,iOS,Edge,0
d_001750,Windows,Firefox,0
d_001751,Windows,Edge,0
d_001752,Linux,Edge,0
d_001753,iOS,Edge,0
d_001754,Windows,Edge,0
d_001755,Linux,Edge,0
d_001756,Linux,Edge,1
d_001757,Android,Edge,0
d_001758,iOS,Firefox,0
d_001759,Windows,Safari,0
d_001760,Android,Edge,0
d_001761,Linux,Chrome,0
d_001762,Linux,Chrome,1
d_001763,Android,Firefox,0
d_001764,Windows,Chrome,0
d_001765,Linux,Firefox,0
d_001766,Android,Chrome,0
d_001767,iOS,Edge,0
d_001768,iOS,Safari,0
d_001769,Windows,Chrome,0
d_001770,iOS,Chrome,1
d_001771,Android,Safari,0
d_001772,Android,Safari,0
d_001773,Android,Edge,0
d_001774,Linux,Edge,0
d_001775,Android,Firefox,0
d_001776,Linux,Safari,1
d_001777,Windows,Edge,0
d_001778,Linux,Safari,0
d_001779,iOS,Safari,0
d_001780,iOS,Safari,0
d_001781,Linux,Firefox,1
d_001782,Android,Edge,0
d_001783,Windows,Edge,0
d_001784,Android,Edge,1
d_001785,Linux,Safari,1
d_001786,Windows,Edge,0
d_001787,Linux,Chrome,0
d_001788,Android,Edge,0
d_001789,Windows,Safari,0
d_001790,Linux,Firefox,1
d_001791,iOS,Firefox,0
d_001792,Windows,Edge,0
d_001793,iOS,Safari,0
d_001794,Windows,Edge,0
d_001795,Windows,Firefox,0
d_001796,Android,Edge,1
d_001797,Linux,Safari,1
d_001798,iOS,Firefox,0
d_001799,Linux,Chrome,0
d_001800,Android,Safari,0
d_001801,Android,Chrome,0
d_001802,Linux,Firefox,1
d_001803,iOS,Chrome,0
d_001804,Linux,Edge,0
d_001805,Android,Firefox,0
d_001806,Android,Chrome,0
d_001807,Windows,Chrome,1
d_001808,Windows,Chrome,0
d_001809,Linux,Safari,1
d_001810,iOS,Firefox,0
d_001811,Linux,Firefox,1
d_001812,iOS,Safari,0
d_001813,iOS,Chrome,1
d_001814,Android,Safari,0
d_001815,iOS,Chrome,0
d_001816,Linux,Chrome,0
d_001817,iOS,Edge,0
d_001818,iOS,Edge,0
d_001819,Windows,Safari,0
d_001820,Linux,Edge,0
d_001821,Android,Chrome,1
d_001822,Windows,Chrome,0
d_001823,Linux,Safari,0
d_001824,Windows,Chrome,0
d_001825,Windows,Firefox,0
d_001826,Windows,Chrome,1
d_001827,Windows,Chrome,0
d_001828,Windows,Edge,0
d_001829,Android,Edge,0
d_001830,Android,Chrome,0
d_001831,Linux,Firefox,0
d_001832,Windows,Chrome,0
d_001833,iOS,Firefox,0
