txn_id,rule_name,rule_score
tx_2024-01_68507,VELOCITY_1H,30
tx_2024-01_104774,IP_REUSE,54
tx_2024-01_56919,VELOCITY_1H,42
tx_2024-01_93598,ODD_COUNTRY,43
tx_2024-01_36396,HIGH_AMOUNT,34
tx_2024-01_10907,VELOCITY_1H,89
tx_2024-01_59871,VELOCITY_1H,43
tx_2024-01_148260,HIGH_AMOUNT,10
tx_2024-01_2213,ODD_COUNTRY,88
tx_2024-01_18186,VELOCITY_1H,20
tx_2024-01_90847,VELOCITY_1H,66
tx_2024-01_103052,HIGH_AMOUNT,64
tx_2024-01_53194,VELOCITY_1H,74
tx_2024-01_88559,ODD_COUNTRY,88
tx_2024-01_76420,IP_REUSE,34
tx_2024-01_89055,HIGH_AMOUNT,37
tx_2024-01_137743,IP_REUSE,39
tx_2024-01_8344,IP_REUSE,41
tx_2024-01_53462,ODD_COUNTRY,87
tx_2024-01_7902,VELOCITY_1H,78
tx_2024-01_82264,VELOCITY_1H,52
tx_2024-01_93966,ODD_COUNTRY,58
tx_2024-01_36882,IP_REUSE,90
tx_2024-01_66604,ODD_COUNTRY,66
tx_2024-01_101450,ODD_COUNTRY,37
tx_2024-01_105857,HIGH_AMOUNT,70
tx_2024-01_148311,ODD_COUNTRY,32
tx_2024-01_72522,ODD_COUNTRY,36
tx_2024-01_102877,HIGH_AMOUNT,34
tx_2024-01_140220,VELOCITY_1H,53
tx_2024-01_67032,ODD_COUNTRY,75
tx_2024-01_7196,ODD_COUNTRY,72
tx_2024-01_12478,HIGH_AMOUNT,68
tx_2024-01_50369,IP_REUSE,62
tx_2024-01_61574,VELOCITY_1H,44
tx_2024-01_30438,ODD_COUNTRY,81
tx_2024-01_65336,HIGH_AMOUNT,31
tx_2024-01_44777,VELOCITY_1H,17
tx_2024-01_20344,HIGH_AMOUNT,68
tx_2024-01_22440,HIGH_AMOUNT,34
tx_2024-01_119541,HIGH_AMOUNT,79
tx_2024-01_16754,HIGH_AMOUNT,72
tx_2024-01_57043,ODD_COUNTRY,89
tx_2024-01_41741,VELOCITY_1H,32
tx_2024-01_36528,VELOCITY_1H,34
tx_2024-01_29631,HIGH_AMOUNT,28
tx_2024-01_75793,IP_REUSE,36
tx_2024-01_144997,HIGH_AMOUNT,59
tx_2024-01_128192,ODD_COUNTRY,21
tx_2024-01_62925,ODD_COUNTRY,10
tx_2024-01_16595,IP_REUSE,38
tx_2024-01_96056,VELOCITY_1H,50
tx_2024-01_28682,VELOCITY_1H,65
tx_2024-01_119172,HIGH_AMOUNT,43
tx_2024-01_10599,ODD_COUNTRY,46
tx_2024-01_3536,ODD_COUNTRY,80
tx_2024-01_21389,ODD_COUNTRY,39
tx_2024-01_114199,HIGH_AMOUNT,75
tx_2024-01_21683,ODD_COUNTRY,90
tx_2024-01_68021,VELOCITY_1H,20
tx_2024-01_47935,HIGH_AMOUNT,56
tx_2024-01_148426,VELOCITY_1H,62
tx_2024-01_9710,IP_REUSE,11
tx_2024-01_91415,HIGH_AMOUNT,21
tx_2024-01_136126,HIGH_AMOUNT,57
tx_2024-01_131070,IP_REUSE,54
tx_2024-01_73112,IP_REUSE,33
tx_2024-01_95855,ODD_COUNTRY,46
tx_2024-01_13037,HIGH_AMOUNT,38
tx_2024-01_137429,HIGH_AMOUNT,28
tx_2024-01_44867,IP_REUSE,20
tx_2024-01_127522,HIGH_AMOUNT,82
tx_2024-01_28803,IP_REUSE,34
tx_2024-01_81061,VELOCITY_1H,41
tx_2024-01_130320,IP_REUSE,78
tx_2024-01_23235,ODD_COUNTRY,80
tx_2024-01_121769,ODD_COUNTRY,28
tx_2024-01_71864,IP_REUSE,78
tx_2024-01_123902,HIGH_AMOUNT,74
tx_2024-01_37016,ODD_COUNTRY,78
tx_2024-01_91438,IP_REUSE,90
tx_2024-01_50847,VELOCITY_1H,79
tx_2024-01_42975,ODD_COUNTRY,47
tx_2024-01_107097,ODD_COUNTRY,36
tx_2024-01_36718,ODD_COUNTRY,80
tx_2024-01_100345,HIGH_AMOUNT,22
tx_2024-01_22700,HIGH_AMOUNT,11
tx_2024-01_101370,HIGH_AMOUNT,17
tx_2024-01_29544,HIGH_AMOUNT,81
tx_2024-01_92687,VELOCITY_1H,64
tx_2024-01_19673,ODD_COUNTRY,22
tx_2024-01_40422,HIGH_AMOUNT,90
tx_2024-01_71922,VELOCITY_1H,90
tx_2024-01_139510,VELOCITY_1H,43
tx_2024-01_96641,VELOCITY_1H,33
tx_2024-01_143641,VELOCITY_1H,77
tx_2024-01_102839,IP_REUSE,90
tx_2024-01_64162,IP_REUSE,27
tx_2024-01_65128,HIGH_AMOUNT,35
tx_2024-01_72339,VELOCITY_1H,83
tx_2024-01_77087,ODD_COUNTRY,55
tx_2024-01_123366,HIGH_AMOUNT,63
tx_2024-01_129416,IP_REUSE,13
tx_2024-01_141261,ODD_COUNTRY,61
tx_2024-01_108404,IP_REUSE,43
tx_2024-01_26217,IP_REUSE,27
tx_2024-01_120532,IP_REUSE,28
tx_2024-01_54829,VELOCITY_1H,80
tx_2024-01_25493,HIGH_AMOUNT,47
tx_2024-01_89460,ODD_COUNTRY,27
tx_2024-01_60809,VELOCITY_1H,55
tx_2024-01_113616,ODD_COUNTRY,56
tx_2024-01_77320,HIGH_AMOUNT,53
tx_2024-01_15076,HIGH_AMOUNT,29
tx_2024-01_1521,VELOCITY_1H,10
tx_2024-01_134826,VELOCITY_1H,17
tx_2024-01_57357,HIGH_AMOUNT,65
tx_2024-01_26629,HIGH_AMOUNT,30
tx_2024-01_118265,IP_REUSE,14
tx_2024-01_46611,ODD_COUNTRY,73
tx_2024-01_123367,IP_REUSE,75
tx_2024-01_118081,IP_REUSE,29
tx_2024-01_49965,VELOCITY_1H,41
tx_2024-01_37032,IP_REUSE,88
tx_2024-01_140740,IP_REUSE,77
tx_2024-01_68371,IP_REUSE,75
tx_2024-01_129542,VELOCITY_1H,84
tx_2024-01_91557,VELOCITY_1H,57
tx_2024-01_146110,VELOCITY_1H,18
tx_2024-01_42808,ODD_COUNTRY,49
tx_2024-01_92764,VELOCITY_1H,46
tx_2024-01_39761,ODD_COUNTRY,45
tx_2024-01_126973,IP_REUSE,80
tx_2024-01_65270,HIGH_AMOUNT,47
tx_2024-01_20988,ODD_COUNTRY,47
tx_2024-01_5195,IP_REUSE,76
tx_2024-01_126866,VELOCITY_1H,44
tx_2024-01_73437,HIGH_AMOUNT,40
tx_2024-01_107573,VELOCITY_1H,69
tx_2024-01_118417,VELOCITY_1H,63
tx_2024-01_134014,ODD_COUNTRY,66
tx_2024-01_76399,HIGH_AMOUNT,40
tx_2024-01_1850,VELOCITY_1H,83
tx_2024-01_98458,ODD_COUNTRY,36
tx_2024-01_10551,HIGH_AMOUNT,59
tx_2024-01_128284,VELOCITY_1H,83
tx_2024-01_145250,HIGH_AMOUNT,80
tx_2024-01_2894,HIGH_AMOUNT,65
tx_2024-01_138355,IP_REUSE,13
tx_2024-01_115549,ODD_COUNTRY,51
tx_2024-01_147097,IP_REUSE,10
tx_2024-01_17965,IP_REUSE,84
tx_2024-01_53528,HIGH_AMOUNT,22
tx_2024-01_40924,ODD_COUNTRY,55
tx_2024-01_13410,HIGH_AMOUNT,89
tx_2024-01_130959,HIGH_AMOUNT,81
tx_2024-01_121514,VELOCITY_1H,60
tx_2024-01_8926,HIGH_AMOUNT,48
tx_2024-01_105348,HIGH_AMOUNT,10
tx_2024-01_100838,IP_REUSE,17
tx_2024-01_11649,HIGH_AMOUNT,18
tx_2024-01_73256,VELOCITY_1H,52
tx_2024-01_41809,IP_REUSE,48
tx_2024-01_76626,ODD_COUNTRY,35
tx_2024-01_65659,HIGH_AMOUNT,79
tx_2024-01_79531,HIGH_AMOUNT,23
tx_2024-01_72547,HIGH_AMOUNT,80
tx_2024-01_24961,VELOCITY_1H,14
tx_2024-01_37686,IP_REUSE,81
tx_2024-01_61456,HIGH_AMOUNT,49
tx_2024-01_48131,IP_REUSE,20
tx_2024-01_90628,HIGH_AMOUNT,65
tx_2024-01_84664,IP_REUSE,44
tx_2024-01_46323,HIGH_AMOUNT,34
tx_2024-01_85228,VELOCITY_1H,74
tx_2024-01_123506,HIGH_AMOUNT,47
tx_2024-01_66824,HIGH_AMOUNT,58
tx_2024-01_86444,IP_REUSE,54
tx_2024-01_12181,IP_REUSE,36
tx_2024-01_108935,VELOCITY_1H,68
tx_2024-01_93140,IP_REUSE,13
tx_2024-01_135379,ODD_COUNTRY,26
tx_2024-01_32035,IP_REUSE,60
tx_2024-01_107008,IP_REUSE,72
tx_2024-01_32349,VELOCITY_1H,13
tx_2024-01_135620,IP_REUSE,47
tx_2024-01_83585,ODD_COUNTRY,32
tx_2024-01_32711,HIGH_AMOUNT,89
tx_2024-01_37251,IP_REUSE,16
tx_2024-01_127109,HIGH_AMOUNT,60
tx_2024-01_47118,IP_REUSE,72
tx_2024-01_15993,VELOCITY_1H,42
tx_2024-01_148255,ODD_COUNTRY,48
tx_2024-01_110456,ODD_COUNTRY,17
tx_2024-01_54104,IP_REUSE,58
tx_2024-01_21947,HIGH_AMOUNT,90
tx_2024-01_128109,ODD_COUNTRY,32
tx_2024-01_145385,HIGH_AMOUNT,38
tx_2024-01_130888,ODD_COUNTRY,82
tx_2024-01_62945,HIGH_AMOUNT,25
tx_2024-01_18197,ODD_COUNTRY,28
tx_2024-01_121184,HIGH_AMOUNT,81
tx_2024-01_94204,IP_REUSE,39
tx_2024-01_21614,VELOCITY_1H,24
tx_2024-01_9263,HIGH_AMOUNT,34
tx_2024-01_48336,IP_REUSE,54
tx_2024-01_101144,VELOCITY_1H,68
tx_2024-01_1191,VELOCITY_1H,14
tx_2024-01_136585,VELOCITY_1H,56
tx_2024-01_114014,IP_REUSE,79
tx_2024-01_63328,HIGH_AMOUNT,73
tx_2024-01_84440,ODD_COUNTRY,35
tx_2024-01_3716,VELOCITY_1H,49
tx_2024-01_136147,ODD_COUNTRY,16
tx_2024-01_80321,ODD_COUNTRY,83
tx_2024-01_94446,IP_REUSE,71
tx_2024-01_107002,HIGH_AMOUNT,13
tx_2024-01_1531,ODD_COUNTRY,44
tx_2024-01_64256,VELOCITY_1H,90
tx_2024-01_92897,HIGH_AMOUNT,34
tx_2024-01_149335,IP_REUSE,26
tx_2024-01_116268,IP_REUSE,76
tx_2024-01_66715,IP_REUSE,52
tx_2024-01_143220,ODD_COUNTRY,68
tx_2024-01_116521,VELOCITY_1H,61
tx_2024-01_135001,VELOCITY_1H,20
tx_2024-01_21823,IP_REUSE,17
tx_2024-01_15165,IP_REUSE,10
tx_2024-01_103183,ODD_COUNTRY,16
tx_2024-01_14388,VELOCITY_1H,34
tx_2024-01_59548,VELOCITY_1H,33
tx_2024-01_118231,IP_REUSE,88
tx_2024-01_113623,VELOCITY_1H,10
tx_2024-01_127470,HIGH_AMOUNT,51
tx_2024-01_143920,ODD_COUNTRY,81
tx_2024-01_1645,ODD_COUNTRY,42
tx_2024-01_114524,HIGH_AMOUNT,48
tx_2024-01_89979,HIGH_AMOUNT,87
tx_2024-01_119971,ODD_COUNTRY,55
tx_2024-01_38394,VELOCITY_1H,57
tx_2024-01_120650,HIGH_AMOUNT,58
tx_2024-01_70029,ODD_COUNTRY,86
tx_2024-01_62633,VELOCITY_1H,53
tx_2024-01_139364,ODD_COUNTRY,70
tx_2024-01_51587,HIGH_AMOUNT,46
tx_2024-01_85521,ODD_COUNTRY,84
tx_2024-01_30862,HIGH_AMOUNT,17
tx_2024-01_136233,VELOCITY_1H,40
tx_2024-01_101127,IP_REUSE,31
tx_2024-01_33990,VELOCITY_1H,86
tx_2024-01_10181,IP_REUSE,84
tx_2024-01_79164,HIGH_AMOUNT,63
tx_2024-01_114305,IP_REUSE,90
tx_2024-01_136290,ODD_COUNTRY,18
tx_2024-01_30780,ODD_COUNTRY,14
tx_2024-01_43127,ODD_COUNTRY,55
tx_2024-01_11074,ODD_COUNTRY,49
tx_2024-01_97441,ODD_COUNTRY,62
tx_2024-01_121383,ODD_COUNTRY,86
tx_2024-01_22827,HIGH_AMOUNT,41
tx_2024-01_135188,ODD_COUNTRY,88
tx_2024-01_143618,VELOCITY_1H,10
tx_2024-01_140042,ODD_COUNTRY,25
tx_2024-01_33834,VELOCITY_1H,49
tx_2024-01_77797,HIGH_AMOUNT,22
tx_2024-01_125898,ODD_COUNTRY,18
tx_2024-01_11113,IP_REUSE,46
tx_2024-01_49781,VELOCITY_1H,30
tx_2024-01_39636,VELOCITY_1H,30
tx_2024-01_17289,VELOCITY_1H,28
tx_2024-01_100844,HIGH_AMOUNT,16
tx_2024-01_133097,IP_REUSE,52
tx_2024-01_124985,IP_REUSE,85
tx_2024-01_137308,VELOCITY_1H,78
tx_2024-01_124691,VELOCITY_1H,31
tx_2024-01_21618,HIGH_AMOUNT,25
tx_2024-01_101804,VELOCITY_1H,73
tx_2024-01_16187,IP_REUSE,41
tx_2024-01_13011,ODD_COUNTRY,58
tx_2024-01_97638,IP_REUSE,56
tx_2024-01_57552,HIGH_AMOUNT,21
tx_2024-01_74347,ODD_COUNTRY,80
tx_2024-01_94609,HIGH_AMOUNT,34
tx_2024-01_102343,IP_REUSE,58
tx_2024-01_125193,HIGH_AMOUNT,70
tx_2024-01_14445,HIGH_AMOUNT,32
tx_2024-01_120337,VELOCITY_1H,44
tx_2024-01_89793,VELOCITY_1H,11
tx_2024-01_73139,VELOCITY_1H,31
tx_2024-01_44819,IP_REUSE,55
tx_2024-01_123694,ODD_COUNTRY,42
tx_2024-01_67294,VELOCITY_1H,81
tx_2024-01_40596,ODD_COUNTRY,40
tx_2024-01_43088,VELOCITY_1H,22
tx_2024-01_37107,HIGH_AMOUNT,59
tx_2024-01_135121,ODD_COUNTRY,65
tx_2024-01_44433,VELOCITY_1H,14
tx_2024-01_125173,IP_REUSE,61
tx_2024-01_138615,ODD_COUNTRY,22
tx_2024-01_89256,IP_REUSE,73
tx_2024-01_62665,IP_REUSE,80
tx_2024-01_139816,HIGH_AMOUNT,15
tx_2024-01_47006,ODD_COUNTRY,13
tx_2024-01_122786,IP_REUSE,74
tx_2024-01_3921,HIGH_AMOUNT,16
tx_2024-01_70174,HIGH_AMOUNT,74
tx_2024-01_12835,ODD_COUNTRY,12
tx_2024-01_63068,VELOCITY_1H,68
tx_2024-01_86805,ODD_COUNTRY,60
tx_2024-01_74620,IP_REUSE,47
tx_2024-01_139559,ODD_COUNTRY,13
tx_2024-01_60283,ODD_COUNTRY,23
tx_2024-01_78286,IP_REUSE,89
tx_2024-01_120089,IP_REUSE,47
tx_2024-01_10543,IP_REUSE,87
tx_2024-01_85152,VELOCITY_1H,35
tx_2024-01_98922,VELOCITY_1H,80
tx_2024-01_42787,ODD_COUNTRY,56
tx_2024-01_32121,HIGH_AMOUNT,67
tx_2024-01_30399,HIGH_AMOUNT,58
tx_2024-01_92860,IP_REUSE,17
tx_2024-01_141407,VELOCITY_1H,12
tx_2024-01_118332,ODD_COUNTRY,15
tx_2024-01_51178,IP_REUSE,47
tx_2024-01_84761,VELOCITY_1H,14
tx_2024-01_40619,HIGH_AMOUNT,12
tx_2024-01_40796,VELOCITY_1H,35
tx_2024-01_2716,VELOCITY_1H,70
tx_2024-01_44909,VELOCITY_1H,27
tx_2024-01_33822,ODD_COUNTRY,40
tx_2024-01_136289,VELOCITY_1H,75
tx_2024-01_140643,IP_REUSE,88
tx_2024-01_116392,IP_REUSE,59
tx_2024-01_117995,ODD_COUNTRY,71
tx_2024-01_39520,VELOCITY_1H,13
tx_2024-01_25823,HIGH_AMOUNT,46
tx_2024-01_62899,HIGH_AMOUNT,71
tx_2024-01_18734,ODD_COUNTRY,65
tx_2024-01_16230,ODD_COUNTRY,69
tx_2024-01_66075,VELOCITY_1H,11
tx_2024-01_107402,VELOCITY_1H,12
tx_2024-01_104793,VELOCITY_1H,53
tx_2024-01_55144,ODD_COUNTRY,27
tx_2024-01_385,ODD_COUNTRY,21
tx_2024-01_149734,HIGH_AMOUNT,71
tx_2024-01_149176,ODD_COUNTRY,82
tx_2024-01_40656,VELOCITY_1H,43
tx_2024-01_78225,VELOCITY_1H,20
tx_2024-01_126740,IP_REUSE,28
tx_2024-01_90554,IP_REUSE,77
tx_2024-01_36666,ODD_COUNTRY,32
tx_2024-01_56553,IP_REUSE,71
tx_2024-01_28957,IP_REUSE,39
tx_2024-01_3381,ODD_COUNTRY,27
tx_2024-01_108596,ODD_COUNTRY,26
tx_2024-01_70285,VELOCITY_1H,33
tx_2024-01_111513,HIGH_AMOUNT,64
tx_2024-01_140222,IP_REUSE,71
tx_2024-01_54718,VELOCITY_1H,50
tx_2024-01_21437,ODD_COUNTRY,21
tx_2024-01_22670,VELOCITY_1H,22
tx_2024-01_88191,VELOCITY_1H,60
tx_2024-01_115234,ODD_COUNTRY,37
tx_2024-01_28707,IP_REUSE,80
tx_2024-01_116671,IP_REUSE,35
tx_2024-01_111443,IP_REUSE,78
tx_2024-01_115414,HIGH_AMOUNT,45
tx_2024-01_98965,ODD_COUNTRY,41
tx_2024-01_73886,ODD_COUNTRY,12
tx_2024-01_112626,VELOCITY_1H,54
tx_2024-01_110059,ODD_COUNTRY,27
tx_2024-01_98592,ODD_COUNTRY,52
tx_2024-01_122369,HIGH_AMOUNT,13
tx_2024-01_69350,VELOCITY_1H,85
tx_2024-01_68121,ODD_COUNTRY,39
tx_2024-01_121694,IP_REUSE,84
tx_2024-01_131453,VELOCITY_1H,66
tx_2024-01_67789,ODD_COUNTRY,16
tx_2024-01_70850,IP_REUSE,48
tx_2024-01_10081,IP_REUSE,16
tx_2024-01_123869,IP_REUSE,77
tx_2024-01_34947,HIGH_AMOUNT,22
tx_2024-01_3437,VELOCITY_1H,44
tx_2024-01_133067,HIGH_AMOUNT,13
tx_2024-01_22876,ODD_COUNTRY,20
tx_2024-01_128542,VELOCITY_1H,21
tx_2024-01_132175,HIGH_AMOUNT,23
tx_2024-01_113074,ODD_COUNTRY,85
tx_2024-01_113467,HIGH_AMOUNT,26
tx_2024-01_81493,ODD_COUNTRY,75
tx_2024-01_117165,IP_REUSE,83
tx_2024-01_56748,ODD_COUNTRY,58
tx_2024-01_34436,IP_REUSE,23
tx_2024-01_109999,IP_REUSE,63
tx_2024-01_112042,HIGH_AMOUNT,61
tx_2024-01_32198,ODD_COUNTRY,65
tx_2024-01_101469,HIGH_AMOUNT,36
tx_2024-01_26251,ODD_COUNTRY,88
tx_2024-01_94720,IP_REUSE,12
tx_2024-01_61204,VELOCITY_1H,78
tx_2024-01_25956,ODD_COUNTRY,64
tx_2024-01_147986,HIGH_AMOUNT,59
tx_2024-01_141320,VELOCITY_1H,85
tx_2024-01_57359,IP_REUSE,47
tx_2024-01_63828,ODD_COUNTRY,83
tx_2024-01_81098,VELOCITY_1H,24
tx_2024-01_136227,IP_REUSE,62
tx_2024-01_138919,HIGH_AMOUNT,84
tx_2024-01_101441,HIGH_AMOUNT,36
tx_2024-01_69612,HIGH_AMOUNT,67
tx_2024-01_114662,ODD_COUNTRY,47
tx_2024-01_31621,VELOCITY_1H,55
tx_2024-01_12208,HIGH_AMOUNT,55
tx_2024-01_9359,VELOCITY_1H,64
tx_2024-01_62887,ODD_COUNTRY,67
tx_2024-01_51186,VELOCITY_1H,83
tx_2024-01_140490,HIGH_AMOUNT,77
tx_2024-01_79228,HIGH_AMOUNT,65
tx_2024-01_47132,IP_REUSE,23
tx_2024-01_33673,IP_REUSE,25
tx_2024-01_110328,VELOCITY_1H,56
tx_2024-01_119079,HIGH_AMOUNT,77
tx_2024-01_14734,VELOCITY_1H,54
tx_2024-01_136728,HIGH_AMOUNT,61
tx_2024-01_48085,ODD_COUNTRY,27
tx_2024-01_79584,VELOCITY_1H,57
tx_2024-01_52763,ODD_COUNTRY,14
tx_2024-01_142777,VELOCITY_1H,44
tx_2024-01_97254,HIGH_AMOUNT,39
tx_2024-01_85400,IP_REUSE,29
tx_2024-01_145640,ODD_COUNTRY,69
tx_2024-01_110005,IP_REUSE,53
tx_2024-01_143300,ODD_COUNTRY,25
tx_2024-01_81782,VELOCITY_1H,60
tx_2024-01_131180,IP_REUSE,22
tx_2024-01_122474,ODD_COUNTRY,69
tx_2024-01_131952,IP_REUSE,79
tx_2024-01_90246,VELOCITY_1H,18
tx_2024-01_20755,IP_REUSE,90
tx_2024-01_122457,IP_REUSE,84
tx_2024-01_48408,HIGH_AMOUNT,90
tx_2024-01_71759,HIGH_AMOUNT,33
tx_2024-01_69367,ODD_COUNTRY,88
tx_2024-01_144589,HIGH_AMOUNT,65
tx_2024-01_37708,IP_REUSE,58
tx_2024-01_48799,VELOCITY_1H,51
tx_2024-01_143070,HIGH_AMOUNT,71
tx_2024-01_101888,ODD_COUNTRY,41
tx_2024-01_79009,ODD_COUNTRY,85
tx_2024-01_87405,VELOCITY_1H,30
tx_2024-01_35210,VELOCITY_1H,21
tx_2024-01_129058,ODD_COUNTRY,84
tx_2024-01_1020,IP_REUSE,81
tx_2024-01_112538,IP_REUSE,25
tx_2024-01_42573,VELOCITY_1H,61
tx_2024-01_6896,VELOCITY_1H,89
tx_2024-01_124229,HIGH_AMOUNT,39
tx_2024-01_122320,HIGH_AMOUNT,22
tx_2024-01_148225,VELOCITY_1H,69
tx_2024-01_38992,VELOCITY_1H,79
tx_2024-01_51980,ODD_COUNTRY,30
tx_2024-01_55688,VELOCITY_1H,80
tx_2024-01_50595,VELOCITY_1H,27
tx_2024-01_22637,HIGH_AMOUNT,32
tx_2024-01_137316,VELOCITY_1H,50
tx_2024-01_135044,HIGH_AMOUNT,37
tx_2024-01_105990,HIGH_AMOUNT,60
tx_2024-01_60810,IP_REUSE,16
tx_2024-01_41969,HIGH_AMOUNT,13
tx_2024-01_9119,IP_REUSE,18
tx_2024-01_126145,VELOCITY_1H,34
tx_2024-01_46777,HIGH_AMOUNT,28
tx_2024-01_2041,ODD_COUNTRY,64
tx_2024-01_93676,IP_REUSE,87
tx_2024-01_55160,VELOCITY_1H,35
tx_2024-01_125426,VELOCITY_1H,62
tx_2024-01_6211,VELOCITY_1H,74
tx_2024-01_50478,IP_REUSE,64
tx_2024-01_65312,IP_REUSE,52
tx_2024-01_45930,IP_REUSE,52
tx_2024-01_122321,VELOCITY_1H,27
tx_2024-01_5044,HIGH_AMOUNT,56
tx_2024-01_12735,ODD_COUNTRY,17
tx_2024-01_145697,VELOCITY_1H,28
tx_2024-01_13807,VELOCITY_1H,60
tx_2024-01_124471,IP_REUSE,11
tx_2024-01_94785,HIGH_AMOUNT,36
tx_2024-01_29481,HIGH_AMOUNT,55
tx_2024-01_97015,VELOCITY_1H,74
tx_2024-01_72890,ODD_COUNTRY,35
tx_2024-01_97149,VELOCITY_1H,90
tx_2024-01_43090,HIGH_AMOUNT,68
tx_2024-01_37415,VELOCITY_1H,68
tx_2024-01_104331,VELOCITY_1H,80
tx_2024-01_61413,VELOCITY_1H,18
tx_2024-01_439,ODD_COUNTRY,78
tx_2024-01_112156,HIGH_AMOUNT,71
tx_2024-01_71644,ODD_COUNTRY,77
tx_2024-01_12063,IP_REUSE,27
tx_2024-01_46228,VELOCITY_1H,89
tx_2024-01_6405,HIGH_AMOUNT,42
tx_2024-01_112203,ODD_COUNTRY,47
tx_2024-01_133105,ODD_COUNTRY,88
tx_2024-01_26322,HIGH_AMOUNT,35
tx_2024-01_118448,ODD_COUNTRY,34
tx_2024-01_3999,ODD_COUNTRY,13
tx_2024-01_122310,HIGH_AMOUNT,76
tx_2024-01_62157,ODD_COUNTRY,54
tx_2024-01_102437,ODD_COUNTRY,35
tx_2024-01_26848,HIGH_AMOUNT,87
tx_2024-01_142829,VELOCITY_1H,78
tx_2024-01_84962,IP_REUSE,80
tx_2024-01_54586,ODD_COUNTRY,67
tx_2024-01_123095,ODD_COUNTRY,61
tx_2024-01_40548,IP_REUSE,63
tx_2024-01_107717,VELOCITY_1H,78
tx_2024-01_5141,HIGH_AMOUNT,64
tx_2024-01_23513,HIGH_AMOUNT,43
tx_2024-01_134181,ODD_COUNTRY,27
tx_2024-01_104778,IP_REUSE,44
tx_2024-01_111547,ODD_COUNTRY,28
tx_2024-01_39551,ODD_COUNTRY,55
tx_2024-01_101518,VELOCITY_1H,74
tx_2024-01_59259,VELOCITY_1H,40
tx_2024-01_129777,VELOCITY_1H,53
tx_2024-01_61066,VELOCITY_1H,76
tx_2024-01_17092,ODD_COUNTRY,45
tx_2024-01_123750,ODD_COUNTRY,68
tx_2024-01_69299,HIGH_AMOUNT,65
tx_2024-01_59134,HIGH_AMOUNT,32
tx_2024-01_6575,HIGH_AMOUNT,82
tx_2024-01_62111,HIGH_AMOUNT,39
tx_2024-01_73742,VELOCITY_1H,40
tx_2024-01_104834,ODD_COUNTRY,70
tx_2024-01_9133,IP_REUSE,16
tx_2024-01_109727,HIGH_AMOUNT,31
tx_2024-01_106319,HIGH_AMOUNT,40
tx_2024-01_8618,HIGH_AMOUNT,51
tx_2024-01_27184,IP_REUSE,41
tx_2024-01_95727,VELOCITY_1H,27
tx_2024-01_63515,IP_REUSE,23
tx_2024-01_28491,ODD_COUNTRY,42
tx_2024-01_43475,IP_REUSE,52
tx_2024-01_121989,IP_REUSE,72
tx_2024-01_134752,VELOCITY_1H,10
tx_2024-01_47705,VELOCITY_1H,40
tx_2024-01_67250,IP_REUSE,87
tx_2024-01_24358,VELOCITY_1H,28
tx_2024-01_82375,VELOCITY_1H,81
tx_2024-01_90899,HIGH_AMOUNT,55
tx_2024-01_139271,IP_REUSE,26
tx_2024-01_13963,VELOCITY_1H,80
tx_2024-01_27107,VELOCITY_1H,32
tx_2024-01_43576,ODD_COUNTRY,76
tx_2024-01_57927,ODD_COUNTRY,73
tx_2024-01_3754,HIGH_AMOUNT,45
tx_2024-01_53389,IP_REUSE,20
tx_2024-01_37798,HIGH_AMOUNT,39
tx_2024-01_73418,HIGH_AMOUNT,69
tx_2024-01_28175,VELOCITY_1H,87
tx_2024-01_138792,HIGH_AMOUNT,18
tx_2024-01_84819,HIGH_AMOUNT,38
tx_2024-01_93143,VELOCITY_1H,11
tx_2024-01_18062,HIGH_AMOUNT,74
tx_2024-01_66107,IP_REUSE,16
tx_2024-01_66429,VELOCITY_1H,51
tx_2024-01_31941,HIGH_AMOUNT,37
tx_2024-01_24903,VELOCITY_1H,90
tx_2024-01_65426,IP_REUSE,29
tx_2024-01_130411,HIGH_AMOUNT,58
tx_2024-01_117165,IP_REUSE,29
tx_2024-01_25420,HIGH_AMOUNT,52
tx_2024-01_99459,VELOCITY_1H,20
tx_2024-01_36326,VELOCITY_1H,19
tx_2024-01_102693,VELOCITY_1H,11
tx_2024-01_28502,ODD_COUNTRY,45
tx_2024-01_128251,ODD_COUNTRY,45
tx_2024-01_81130,IP_REUSE,57
tx_2024-01_100068,HIGH_AMOUNT,55
tx_2024-01_52404,IP_REUSE,35
tx_2024-01_133714,HIGH_AMOUNT,33
tx_2024-01_11135,IP_REUSE,19
tx_2024-01_93799,HIGH_AMOUNT,59
tx_2024-01_127677,HIGH_AMOUNT,27
tx_2024-01_33594,VELOCITY_1H,39
tx_2024-01_96918,HIGH_AMOUNT,67
tx_2024-01_135686,ODD_COUNTRY,29
tx_2024-01_1321,IP_REUSE,66
tx_2024-01_144941,IP_REUSE,57
tx_2024-01_103761,IP_REUSE,68
tx_2024-01_27585,IP_REUSE,83
tx_2024-01_67045,IP_REUSE,62
tx_2024-01_12008,HIGH_AMOUNT,90
tx_2024-01_24445,ODD_COUNTRY,34
tx_2024-01_5313,VELOCITY_1H,28
tx_2024-01_38828,VELOCITY_1H,59
tx_2024-01_26417,HIGH_AMOUNT,41
tx_2024-01_145034,ODD_COUNTRY,53
tx_2024-01_41470,HIGH_AMOUNT,12
tx_2024-01_63787,IP_REUSE,61
