merchant_id,merchant_name,mcc,country,risk_tier
m_00519,Kaiser LLC,5812,SG,HIGH
m_00520,Hernandez PLC,5732,IN,HIGH
m_00521,Reese Group,5411,DE,MEDIUM
m_00522,Davis Inc,5311,IN,LOW
m_00523,"Hamilton, Roberts and Camacho",5541,DE,MEDIUM
m_00524,"Parks, Jackson and Hernandez",5311,DE,HIGH
m_00525,Reeves-Turner,5411,DE,MEDIUM
m_00526,Knight Group,5732,US,LOW
m_00527,"Livingston, Byrd and Vargas",5311,GB,HIGH
m_00528,Black-Martin,5311,IN,LOW
m_00529,Lindsey LLC,5311,SG,LOW
m_00530,Thomas-Beard,5541,IN,MEDIUM
m_00531,Foster-Wilkins,5732,GB,MEDIUM
m_00532,"Humphrey, Davis and Becker",5732,US,LOW
m_00533,"Brown, Stephens and Flores",5541,IN,LOW
m_00534,Gonzales Group,5541,US,HIGH
m_00535,"Lewis, Conrad and Monroe",5732,US,MEDIUM
m_00536,Bryant-Fisher,5411,US,LOW
m_00537,"Goodwin, Todd and Smith",5812,US,MEDIUM
m_00538,"Mullen, Lester and Sheppard",5812,IN,HIGH
m_00539,Ramirez Ltd,5311,DE,LOW
m_00540,Barnes Ltd,5541,DE,HIGH
m_00541,"Anderson, Curtis and Juarez",5541,SG,HIGH
m_00542,"Ferguson, Ellis and Perez",5732,US,MEDIUM
m_00543,"Contreras, Sanders and Ayala",5411,DE,MEDIUM
m_00544,Jones Inc,5732,GB,MEDIUM
m_00545,Barber-George,5411,GB,HIGH
m_00546,Allen Group,5411,GB,HIGH
m_00547,Murphy LLC,5311,IN,MEDIUM
m_00548,"Miller, Smith and Buchanan",5732,GB,LOW
m_00549,Santiago LLC,5411,SG,LOW
m_00550,Love-Shannon,5541,DE,HIGH
m_00551,Todd-Gray,5541,SG,MEDIUM
m_00552,Smith LLC,5411,DE,HIGH
m_00553,Ballard-Welch,5812,GB,HIGH
m_00554,Bean Inc,5311,SG,HIGH
m_00555,Spencer-Mcgee,5411,DE,LOW
m_00556,Swanson-Conway,5732,IN,LOW
m_00557,Miller Group,5812,IN,HIGH
m_00558,Schmitt-Gomez,5311,DE,LOW
m_00559,"Hammond, Roberts and Stone",5541,SG,HIGH
m_00560,Gonzalez-Rice,5732,GB,LOW
m_00561,"Gregory, Woodard and Morales",5311,DE,MEDIUM
m_00562,Maldonado-Porter,5541,IN,MEDIUM
m_00563,Hamilton LLC,5732,IN,HIGH
m_00564,Luna-Griffin,5411,SG,MEDIUM
m_00565,"Davis, Grimes and Miller",5311,GB,HIGH
m_00566,Tapia and Sons,5541,US,MEDIUM
m_00567,Gonzalez-Mitchell,5411,SG,MEDIUM
m_00568,"Burke, Glenn and Hardin",5812,GB,HIGH
m_00569,Arroyo and Sons,5311,US,MEDIUM
m_00570,"Clark, Bennett and Harris",5411,GB,HIGH
m_00571,"Alvarez, Hill and Brown",5311,GB,HIGH
m_00572,Cunningham Ltd,5541,IN,LOW
m_00573,Gonzalez Inc,5311,SG,HIGH
m_00574,"Santiago, Mcgee and Zavala",5411,GB,MEDIUM
m_00575,"Delacruz, Leon and Morton",5812,US,MEDIUM
m_00576,Harrison-Martin,5311,US,MEDIUM
m_00577,Wright-Taylor,5812,US,LOW
m_00578,Hodge PLC,5732,IN,LOW
m_00579,"Rodriguez, Hull and Gilbert",5541,SG,HIGH
m_00580,Maldonado Group,5732,SG,LOW
m_00581,Carpenter-Mcintosh,5541,DE,LOW
m_00582,Martin-Jordan,5812,US,LOW
m_00583,"Rowe, Roberts and Perez",5541,US,HIGH
m_00584,"Mercado, Hall and Wood",5311,IN,HIGH
m_00585,"Wright, Williams and Rosario",5732,US,MEDIUM
m_00586,Johnson Ltd,5541,GB,MEDIUM
m_00587,Price-Lucero,5311,US,HIGH
m_00588,Wade Inc,5812,GB,HIGH
m_00589,Harris-Cunningham,5812,GB,MEDIUM
m_00590,Cannon Ltd,5541,DE,HIGH
m_00591,"Clay, Johnson and Olsen",5732,DE,MEDIUM
m_00592,Solomon-Jennings,5541,DE,HIGH
m_00593,"Mendoza, Powell and Andrade",5812,SG,LOW
m_00594,"Phillips, Cisneros and Ramos",5732,IN,LOW
m_00595,Nelson-Holt,5311,GB,HIGH
m_00596,Meyer Group,5411,SG,HIGH
m_00597,Stewart and Sons,5732,IN,LOW
m_00598,"Stevenson, Roth and Hodge",5732,DE,LOW
m_00599,Davis-Lawson,5812,DE,HIGH
m_00600,Salazar-Garcia,5812,DE,LOW
m_00601,Howard Ltd,5411,DE,MEDIUM
m_00602,"Waters, Terry and Villegas",5311,SG,LOW
m_00603,"Perkins, Welch and Powers",5812,DE,MEDIUM
m_00604,"Molina, Burnett and Williams",5732,US,LOW
m_00605,"Chan, Hancock and Brown",5732,IN,LOW
m_00606,Bryant LLC,5732,US,HIGH
m_00607,Rogers-Mcbride,5411,GB,LOW
m_00608,"Baker, Smith and Herman",5812,DE,MEDIUM
m_00609,Bryant Group,5541,IN,MEDIUM
m_00610,Logan and Sons,5411,GB,LOW
m_00611,Campbell Group,5812,SG,LOW
m_00612,Crane-Martinez,5541,SG,HIGH
m_00613,Chambers-Mcmillan,5411,GB,MEDIUM
m_00614,"Harris, Aguilar and Ramirez",5732,IN,LOW
m_00615,Perkins-Patterson,5812,DE,LOW
m_00616,Martin-Gonzales,5541,DE,HIGH
m_00617,Carr LLC,5411,DE,LOW
m_00618,"May, Bradley and Myers",5541,IN,HIGH
m_00619,Campos-Meyers,5541,SG,HIGH
m_00620,"Powers, Walker and Green",5812,GB,LOW
m_00621,Reese-Singh,5411,SG,MEDIUM
m_00622,Turner-Li,5812,SG,MEDIUM
m_00623,Yates LLC,5812,IN,MEDIUM
m_00624,"Young, Franklin and Hale",5732,IN,HIGH
m_00625,Harrison-Carrillo,5541,SG,HIGH
m_00626,Ferguson-Yu,5541,IN,HIGH
m_00627,Donovan-Hicks,5311,IN,MEDIUM
m_00628,Smith LLC,5311,GB,HIGH
m_00629,Tucker Group,5411,GB,MEDIUM
m_00630,Powers Ltd,5732,US,LOW
m_00631,Lopez-Barry,5411,SG,HIGH
m_00632,Cohen PLC,5732,US,HIGH
m_00633,Cardenas and Sons,5732,SG,LOW
m_00634,"Juarez, Cisneros and Young",5812,DE,MEDIUM
m_00635,Charles Inc,5311,US,HIGH
m_00636,"Nguyen, Whitney and Bruce",5411,DE,LOW
m_00637,Green Group,5732,US,LOW
m_00638,Gonzales-Hanson,5812,IN,LOW
m_00639,"Whitehead, Parsons and Robinson",5732,SG,MEDIUM
m_00640,Smith Ltd,5541,DE,MEDIUM
m_00641,Smith-Miller,5411,US,MEDIUM
m_00642,Wagner and Sons,5732,IN,MEDIUM
m_00643,Williams and Sons,5732,GB,HIGH
m_00644,"Wilson, Larsen and Santiago",5732,DE,LOW
m_00645,"Guzman, Lewis and Fernandez",5311,DE,MEDIUM
m_00646,Anderson and Sons,5812,DE,MEDIUM
m_00647,Johnson and Sons,5311,GB,HIGH
m_00648,Smith-Cross,5732,IN,HIGH
m_00649,Lee Ltd,5311,IN,HIGH
m_00650,"Reid, Smith and Morrison",5541,US,MEDIUM
m_00651,Walker-Roman,5732,GB,HIGH
m_00652,Nguyen-Williams,5411,GB,LOW
m_00653,Green Inc,5732,GB,HIGH
m_00654,"Acevedo, Mcclure and Ibarra",5541,DE,MEDIUM
m_00655,Woods-Curry,5311,GB,LOW
m_00656,King Group,5411,GB,MEDIUM
m_00657,Montgomery LLC,5311,GB,HIGH
m_00658,Edwards PLC,5411,IN,HIGH
m_00659,Calhoun-Martin,5311,GB,HIGH
m_00660,Vega-Arnold,5812,IN,HIGH
m_00661,"Franklin, Morton and Perez",5541,DE,LOW
m_00662,"Padilla, Anderson and Davidson",5812,IN,LOW
m_00663,Morris-Lowe,5732,GB,LOW
m_00664,Klein-Morris,5541,IN,MEDIUM
m_00665,Thompson-Payne,5812,DE,HIGH
m_00666,Moore-Hernandez,5732,DE,MEDIUM
m_00667,"Ortiz, Perry and Cochran",5541,US,LOW
m_00668,"Johnson, Chapman and Avery",5732,DE,HIGH
m_00669,Martin-Martin,5732,US,MEDIUM
m_00670,Simmons-Robinson,5411,US,LOW
m_00671,Green-Davis,5541,DE,MEDIUM
m_00672,Deleon-Murray,5411,GB,HIGH
m_00673,Logan PLC,5311,US,MEDIUM
m_00674,Merritt LLC,5732,DE,HIGH
m_00675,Whitehead-Stanley,5411,US,LOW
m_00676,"Parker, Hogan and Austin",5311,US,LOW
m_00677,Dickson Ltd,5311,IN,HIGH
m_00678,Moon LLC,5732,GB,HIGH
m_00679,Medina Inc,5411,SG,HIGH
m_00680,Chen-Duran,5732,GB,HIGH
m_00681,Pierce Ltd,5812,GB,LOW
m_00682,Brown Group,5812,IN,HIGH
m_00683,Carpenter-Baker,5812,US,LOW
m_00684,Miles-Rivera,5411,GB,MEDIUM
m_00685,"Carr, Adams and Gibson",5541,GB,HIGH
m_00686,"Williams, Roberts and Miller",5541,US,MEDIUM
m_00687,"Choi, Davis and Morales",5411,IN,HIGH
m_00688,Phillips Ltd,5311,DE,MEDIUM
m_00689,"Herrera, Richards and Peters",5311,DE,HIGH
m_00690,"Roberts, Robertson and House",5411,US,HIGH
m_00691,Turner-Hill,5411,DE,MEDIUM
m_00692,"Johnson, Boyd and Weaver",5541,GB,MEDIUM
m_00693,Malone-Burton,5541,SG,LOW
m_00694,"Wood, Warner and Goodwin",5812,DE,LOW
m_00695,Martinez-Moss,5411,IN,HIGH
m_00696,Shields Ltd,5812,GB,HIGH
m_00697,Jones Inc,5812,GB,LOW
m_00698,Lopez-Greene,5812,GB,HIGH
m_00699,"Hernandez, Mcgee and Nichols",5732,IN,HIGH
m_00700,"Hawkins, Lawson and James",5812,SG,MEDIUM
m_00701,Stokes Inc,5812,GB,MEDIUM
m_00702,"Kelly, Jones and Atkins",5541,IN,HIGH
m_00703,"Schultz, Simpson and Mendez",5812,SG,HIGH
m_00704,Sanchez and Sons,5812,US,HIGH
m_00705,Ellis-Daniels,5541,SG,HIGH
m_00706,Hall-Chavez,5541,IN,MEDIUM
m_00707,Walters Group,5411,IN,LOW
m_00708,"Kelley, Dean and Hopkins",5541,GB,HIGH
m_00709,Reyes Inc,5812,SG,HIGH
m_00710,Lee-Mccoy,5541,IN,MEDIUM
m_00711,Mccoy Ltd,5541,GB,MEDIUM
m_00712,Knox-Mills,5732,DE,HIGH
m_00713,"Schwartz, Price and Howe",5311,GB,LOW
m_00714,Smith-Duran,5411,IN,MEDIUM
m_00715,Henson Inc,5311,DE,LOW
m_00716,"Ray, Gregory and Nguyen",5311,US,MEDIUM
m_00717,Contreras-Torres,5541,US,MEDIUM
m_00718,"Reynolds, Nelson and Gates",5732,GB,MEDIUM
m_00719,King Inc,5812,GB,MEDIUM
m_00720,"Mendez, Garcia and Jenkins",5541,IN,HIGH
m_00721,Zavala-Franklin,5812,DE,MEDIUM
m_00722,Smith Group,5732,DE,LOW
m_00723,"Williams, Garcia and Boyd",5812,IN,LOW
m_00724,Lopez PLC,5732,DE,LOW
m_00725,Calderon-Harris,5311,US,HIGH
m_00726,Wright PLC,5732,SG,LOW
m_00727,Young-Park,5732,US,HIGH
m_00728,"Sparks, Cervantes and Rodriguez",5311,SG,LOW
m_00729,Jones Inc,5311,GB,MEDIUM
m_00730,Higgins Group,5411,IN,MEDIUM
m_00731,Watkins-Barrera,5541,DE,MEDIUM
m_00732,"Roberts, Garcia and Brandt",5812,SG,LOW
m_00733,"Tate, Barrett and Rodriguez",5411,IN,MEDIUM
m_00734,Williams Ltd,5311,SG,MEDIUM
m_00735,Kirk Group,5311,GB,HIGH
m_00736,Hardin and Sons,5411,IN,HIGH
m_00737,Smith Group,5812,GB,MEDIUM
m_00738,Mullins Ltd,5732,DE,HIGH
m_00739,"James, Martin and Cooley",5411,DE,MEDIUM
m_00740,Thomas-Morales,5541,SG,LOW
m_00741,Johnson Inc,5732,SG,LOW
m_00742,Hernandez PLC,5411,DE,MEDIUM
m_00743,"Lopez, Taylor and Kelley",5311,SG,HIGH
m_00744,"Peters, Garcia and Lee",5541,SG,MEDIUM
m_00745,Cunningham-Gonzalez,5812,IN,LOW
m_00746,Fernandez-Rodriguez,5732,GB,MEDIUM
m_00747,"Hughes, Horton and Welch",5732,US,HIGH
m_00748,Abbott-English,5541,SG,LOW
m_00749,Welch Ltd,5541,IN,MEDIUM
m_00750,Frazier Ltd,5411,US,LOW
m_00751,"Acosta, Houston and Jensen",5732,DE,HIGH
m_00752,"Mahoney, Meza and Turner",5311,US,HIGH
m_00753,"Bennett, Klein and Jimenez",5541,US,HIGH
m_00754,"Fuller, Taylor and Murray",5541,GB,MEDIUM
m_00755,Brown and Sons,5311,SG,LOW
m_00756,Pacheco-White,5732,SG,HIGH
m_00757,Young-Gonzalez,5541,SG,MEDIUM
m_00758,Hebert Group,5311,SG,HIGH
m_00759,"Jenkins, Olson and Colon",5311,IN,MEDIUM
m_00760,Henry Inc,5732,IN,MEDIUM
m_00761,"Bolton, Daugherty and Burke",5541,GB,MEDIUM
m_00762,"Fry, Tran and Williams",5411,SG,HIGH
m_00763,Scott Ltd,5732,SG,MEDIUM
m_00764,Morrison-Reeves,5812,IN,HIGH
m_00765,Chase-Fields,5311,US,HIGH
m_00766,"Dalton, Dominguez and Howard",5541,DE,HIGH
m_00767,"Powell, Maddox and Poole",5812,IN,LOW
m_00768,Jones LLC,5411,US,HIGH
m_00769,Roberts-Massey,5311,GB,LOW
m_00770,Montgomery-Valdez,5812,DE,MEDIUM
m_00771,Flores and Sons,5812,DE,HIGH
m_00772,"Ortega, Robinson and Fleming",5541,DE,HIGH
m_00773,"Cox, Oneill and Schultz",5411,US,HIGH
m_00774,"Silva, Davis and Schmidt",5812,SG,HIGH
m_00775,"Gentry, Smith and Mcintyre",5311,SG,MEDIUM
m_00776,Hernandez Group,5732,US,MEDIUM
m_00777,Hayes-Cunningham,5541,GB,MEDIUM
m_00778,Martinez Group,5732,GB,HIGH
m_00779,Adams Ltd,5311,US,HIGH
m_00780,Rodriguez-Moore,5732,SG,LOW
m_00781,Harris-Joyce,5812,GB,MEDIUM
m_00782,Simmons-Mitchell,5812,DE,MEDIUM
m_00783,Stewart and Sons,5311,GB,MEDIUM
m_00784,Martin PLC,5732,GB,HIGH
m_00785,Mclaughlin LLC,5541,SG,LOW
m_00786,Curry Ltd,5311,GB,MEDIUM
m_00787,Simmons-Allen,5732,IN,LOW
m_00788,"Jones, Jones and Bridges",5411,GB,MEDIUM
m_00789,Miller-Webb,5732,DE,MEDIUM
m_00790,"Jenkins, Mcmillan and Howard",5812,SG,LOW
m_00791,Morris Group,5541,GB,MEDIUM
m_00792,"Schmidt, Hines and Stein",5411,SG,LOW
m_00793,Frazier-Walsh,5541,US,HIGH
m_00794,Brewer-Farmer,5411,SG,LOW
m_00795,"Livingston, Cruz and Russell",5812,IN,LOW
m_00796,"Lee, Thomas and Hanna",5311,GB,LOW
m_00797,"Hawkins, Stewart and Walsh",5311,IN,HIGH
m_00798,"Molina, Bell and Griffin",5812,IN,HIGH
m_00799,Welch Ltd,5812,DE,HIGH
m_00800,Haas-Simmons,5311,DE,HIGH
m_00801,Henry-Olson,5812,GB,HIGH
m_00802,Glover Ltd,5732,IN,MEDIUM
m_00803,Brooks-Bernard,5541,US,LOW
m_00804,Hutchinson-Howell,5411,US,HIGH
m_00805,Lowe-Fischer,5812,IN,MEDIUM
m_00806,"Peterson, Jackson and Nelson",5311,US,MEDIUM
m_00807,Castro and Sons,5732,IN,HIGH
m_00808,"Wright, Villarreal and Allen",5732,SG,LOW
m_00809,Gonzalez-Taylor,5411,GB,HIGH
m_00810,"Smith, Compton and Wong",5311,SG,MEDIUM
m_00811,"Evans, Ashley and Aguirre",5311,US,HIGH
m_00812,Gonzalez PLC,5311,GB,HIGH
m_00813,"Murphy, Walker and Monroe",5411,GB,LOW
m_00814,Walters-Jones,5311,GB,LOW
m_00815,Chaney-Dominguez,5812,IN,HIGH
m_00816,Warren-Smith,5732,GB,HIGH
m_00817,Young-Jones,5812,US,HIGH
m_00818,Ramsey-Hunter,5311,DE,HIGH
m_00819,Reynolds LLC,5732,IN,HIGH
m_00820,Novak-Jones,5411,US,MEDIUM
m_00821,"Anderson, Miles and Johnson",5311,GB,LOW
m_00822,Gould PLC,5411,GB,LOW
m_00823,Wolfe LLC,5812,DE,MEDIUM
m_00824,Mitchell and Sons,5732,GB,MEDIUM
m_00825,Terrell-Miller,5541,IN,HIGH
m_00826,Petersen-Goodman,5732,US,MEDIUM
m_00827,Roberts Group,5411,DE,LOW
m_00828,Bradshaw Group,5812,DE,MEDIUM
m_00829,Mcdonald-Edwards,5541,GB,HIGH
m_00830,"Webb, Flores and Guerrero",5411,GB,HIGH
m_00831,"Green, Owen and Watkins",5541,US,MEDIUM
m_00832,Bell-Alexander,5812,DE,LOW
m_00833,Phillips-Solis,5311,SG,LOW
m_00834,"Holder, Davis and Rich",5311,SG,MEDIUM
m_00835,"Fields, Rice and Cooper",5541,US,MEDIUM
m_00836,"Mullins, Austin and Anderson",5541,IN,LOW
m_00837,Anderson Group,5311,SG,HIGH
m_00838,"Guzman, Smith and Duncan",5732,IN,HIGH
m_00839,Hartman-Bird,5411,IN,HIGH
m_00840,"Lester, Evans and Shah",5541,US,HIGH
m_00841,Todd-Rubio,5541,US,HIGH
m_00842,Peterson and Sons,5732,SG,LOW
m_00843,Jackson Ltd,5411,US,MEDIUM
m_00844,Coleman-Molina,5541,DE,HIGH
m_00845,"Pierce, Smith and Washington",5541,DE,LOW
m_00846,"Hayes, Logan and Thomas",5311,US,LOW
m_00847,"Garrett, Garcia and Allen",5311,DE,HIGH
m_00848,"Ortiz, Mcbride and Parker",5411,SG,HIGH
m_00849,Rodriguez Ltd,5732,IN,MEDIUM
m_00850,"Price, White and Anderson",5732,IN,MEDIUM
m_00851,"Sandoval, Mccormick and Burns",5812,SG,HIGH
m_00852,"Berger, Cook and Ramirez",5411,DE,LOW
m_00853,Willis PLC,5411,SG,MEDIUM
m_00854,Myers Inc,5411,DE,LOW
m_00855,Dominguez-Williams,5732,DE,LOW
m_00856,Jones and Sons,5812,DE,LOW
m_00857,Brown-Sweeney,5311,DE,MEDIUM
m_00858,Lopez-Sheppard,5311,IN,MEDIUM
m_00859,Newton-Hawkins,5541,US,HIGH
m_00860,Ayala-Wilson,5732,IN,HIGH
m_00861,Stewart-Villegas,5541,DE,LOW
m_00862,Hensley-Holmes,5812,US,HIGH
m_00863,"Fitzpatrick, Miller and Farley",5411,GB,LOW
m_00864,"Beck, White and Moon",5541,DE,MEDIUM
m_00865,Black LLC,5311,US,HIGH
m_00866,Robbins and Sons,5311,GB,LOW
m_00867,"Richardson, Williams and Marshall",5732,US,LOW
m_00868,Boyd Inc,5411,IN,HIGH
m_00869,Mccarty Ltd,5311,SG,HIGH
m_00870,Pham-Miller,5812,US,LOW
m_00871,Gill Group,5411,SG,LOW
m_00872,Henderson Ltd,5311,SG,LOW
m_00873,Phillips-Nolan,5411,US,HIGH
m_00874,"Mathews, Myers and Thomas",5411,DE,HIGH
m_00875,Clark LLC,5812,SG,MEDIUM
m_00876,Martinez Inc,5411,US,LOW
m_00877,"Hicks, Smith and Lopez",5732,US,HIGH
m_00878,"Levy, Richardson and Stevens",5541,GB,HIGH
m_00879,Price-Daniels,5541,GB,HIGH
m_00880,Vargas-Mcmahon,5732,US,LOW
m_00881,Burgess and Sons,5541,US,HIGH
m_00882,Schaefer PLC,5732,GB,MEDIUM
m_00883,Walsh PLC,5541,SG,LOW
m_00884,Martin-Thomas,5812,DE,HIGH
m_00885,Martinez-Golden,5311,IN,HIGH
m_00886,Wilson Group,5311,SG,MEDIUM
m_00887,"Deleon, Lynn and Mcdaniel",5311,DE,MEDIUM
m_00888,Hopkins Group,5732,DE,LOW
m_00889,"Taylor, Nguyen and Dixon",5541,DE,LOW
m_00890,Gomez Inc,5812,GB,LOW
m_00891,"Mann, Long and Nguyen",5812,DE,HIGH
m_00892,"Hernandez, Stokes and Fisher",5541,DE,LOW
m_00893,Phillips PLC,5541,SG,MEDIUM
m_00894,Williams Inc,5311,US,LOW
m_00895,Hendricks Inc,5812,GB,MEDIUM
m_00896,Huerta and Sons,5411,DE,HIGH
m_00897,Koch Ltd,5411,SG,MEDIUM
m_00898,"Garza, Torres and Robinson",5812,IN,HIGH
m_00899,"Jacobs, Patel and Fuller",5311,SG,MEDIUM
m_00900,"Garner, Harmon and Guzman",5411,IN,HIGH
m_00901,"Underwood, Dawson and Ortiz",5541,SG,LOW
m_00902,Smith Ltd,5311,US,LOW
m_00903,"Lara, Medina and Green",5732,IN,MEDIUM
m_00904,Key PLC,5812,IN,LOW
m_00905,Russell LLC,5311,US,HIGH
m_00906,Lloyd-Calderon,5541,US,HIGH
m_00907,"Hodges, Parsons and Gallagher",5812,SG,MEDIUM
m_00908,Hull Group,5732,DE,MEDIUM
m_00909,"Green, Maldonado and Smith",5541,GB,MEDIUM
m_00910,Berry and Sons,5732,GB,MEDIUM
m_00911,Ruiz PLC,5311,DE,HIGH
m_00912,Torres-Flowers,5311,GB,LOW
m_00913,"Barber, Edwards and Figueroa",5732,GB,LOW
m_00914,Fox-Scott,5411,SG,MEDIUM
m_00915,"Mcdaniel, Wagner and Swanson",5812,IN,LOW
m_00916,"Kramer, Donovan and Padilla",5541,SG,MEDIUM
m_00917,Miller-Wilson,5311,GB,HIGH
m_00918,Brandt Ltd,5812,GB,LOW
m_00919,Clark Inc,5311,SG,LOW
m_00920,"Rodriguez, Li and Ellis",5311,SG,LOW
m_00921,Rojas Ltd,5732,GB,HIGH
m_00922,George and Sons,5311,DE,MEDIUM
m_00923,Odom LLC,5732,US,LOW
m_00924,Marshall-Mccann,5541,DE,LOW
m_00925,Nguyen PLC,5541,IN,LOW
m_00926,Love-Cordova,5411,IN,HIGH
m_00927,Lee Group,5411,IN,HIGH
m_00928,Williams-Tate,5812,US,MEDIUM
m_00929,Romero-Brown,5812,IN,LOW
m_00930,Griffith-Becker,5541,DE,LOW
m_00931,"Douglas, Burton and Ferrell",5411,SG,MEDIUM
m_00932,Holt PLC,5541,DE,HIGH
m_00933,Johnson-Smith,5311,IN,HIGH
m_00934,"Mcgee, Washington and Spencer",5541,SG,LOW
m_00935,Doyle Inc,5411,IN,MEDIUM
m_00936,Drake LLC,5732,SG,HIGH
m_00937,Ward-Torres,5411,SG,MEDIUM
m_00938,Morris LLC,5311,US,HIGH
m_00939,"Mitchell, Wallace and Torres",5411,SG,LOW
m_00940,Mcdonald-Hubbard,5812,US,LOW
m_00941,"Collins, Fuller and Bullock",5541,GB,HIGH
m_00942,"Patterson, Stone and Kennedy",5732,DE,MEDIUM
m_00943,Salinas LLC,5732,DE,LOW
m_00944,Blankenship Inc,5541,US,MEDIUM
m_00945,Fletcher LLC,5812,GB,HIGH
m_00946,"Harrison, Escobar and Thompson",5411,IN,HIGH
m_00947,Bright-Patel,5311,DE,LOW
m_00948,"Andersen, Taylor and Clark",5541,DE,MEDIUM
m_00949,Hall Ltd,5411,US,LOW
m_00950,Sullivan-Bowers,5311,DE,LOW
m_00951,Fitzpatrick-Knight,5732,SG,HIGH
m_00952,Valdez and Sons,5541,IN,LOW
m_00953,"Bennett, Gordon and Boyd",5812,SG,LOW
m_00954,Jones-Evans,5732,IN,MEDIUM
m_00955,Wilson-Kelly,5732,SG,LOW
m_00956,Keller-Rosales,5411,US,HIGH
m_00957,Arnold PLC,5411,US,MEDIUM
m_00958,"Fernandez, Moore and Barnes",5812,DE,HIGH
m_00959,Velez-Chapman,5732,US,LOW
m_00960,Larsen Group,5812,SG,HIGH
m_00961,Barrera-Wheeler,5541,GB,MEDIUM
m_00962,Miller-Rodgers,5812,IN,MEDIUM
m_00963,Brewer LLC,5732,IN,HIGH
m_00964,"Figueroa, Vang and Lewis",5311,US,LOW
m_00965,"Schroeder, Black and Waters",5732,SG,LOW
m_00966,Rush Ltd,5541,DE,HIGH
m_00967,Martinez-Roberts,5411,GB,MEDIUM
m_00968,Dennis-Jones,5311,US,MEDIUM
m_00969,King-Moore,5541,DE,MEDIUM
m_00970,"Cooper, Melton and Blanchard",5812,SG,MEDIUM
m_00971,"Meyer, Hanson and Hernandez",5311,IN,HIGH
m_00972,Owens-Hayes,5732,US,HIGH
m_00973,Archer-Brown,5411,IN,HIGH
m_00974,Perry and Sons,5812,DE,MEDIUM
m_00975,Chapman and Sons,5812,DE,HIGH
m_00976,"King, Whitney and Pugh",5732,IN,MEDIUM
m_00977,"Mora, Dennis and Garcia",5411,GB,LOW
m_00978,Jackson Inc,5732,GB,MEDIUM
m_00979,Kennedy LLC,5812,IN,LOW
m_00980,Sanchez-Flores,5311,DE,LOW
m_00981,"May, Gilbert and Thomas",5541,SG,HIGH
m_00982,"Bennett, Fernandez and Keith",5411,IN,MEDIUM
m_00983,Henry PLC,5732,SG,LOW
m_00984,"Foster, Donaldson and Mendoza",5541,SG,LOW
m_00985,"Allen, Johnson and Pena",5311,IN,MEDIUM
m_00986,Richardson PLC,5311,DE,MEDIUM
m_00987,"Mclaughlin, Caldwell and Lewis",5541,US,LOW
m_00988,Rivera-Cameron,5541,US,HIGH
m_00989,"Berry, Benjamin and Fry",5311,US,HIGH
m_00990,Thompson and Sons,5732,GB,LOW
m_00991,"Hernandez, Wheeler and Phillips",5311,US,MEDIUM
m_00992,"Hanson, Gomez and Williams",5812,DE,LOW
m_00993,Wu PLC,5311,GB,MEDIUM
m_00994,Silva and Sons,5411,GB,MEDIUM
m_00995,"Haynes, Rodriguez and Olsen",5812,DE,MEDIUM
m_00996,Watts PLC,5541,US,HIGH
m_00997,Johnson Inc,5411,US,MEDIUM
m_00998,Stewart-Peterson,5411,DE,MEDIUM
m_00999,"Ochoa, Little and Ali",5541,DE,MEDIUM
m_01000,"Smith, Wilson and Carr",5311,GB,MEDIUM
m_01001,"Ware, Madden and Russell",5541,US,MEDIUM
m_01002,Murphy-Diaz,5732,SG,MEDIUM
m_01003,Shaw-Murphy,5812,DE,HIGH
m_01004,Morrow-James,5812,DE,MEDIUM
m_01005,"Thomas, Crosby and Copeland",5732,DE,MEDIUM
m_01006,Cuevas and Sons,5812,GB,HIGH
m_01007,Baldwin LLC,5732,DE,MEDIUM
m_01008,Mcfarland PLC,5411,SG,MEDIUM
m_01009,"Hancock, Santos and Smith",5541,SG,LOW
m_01010,"Kelly, Ramirez and Macdonald",5541,IN,LOW
m_01011,Walton-Day,5311,US,HIGH
m_01012,"Miller, Young and Williams",5732,IN,MEDIUM
m_01013,Harris Inc,5311,US,MEDIUM
m_01014,Griffith-Quinn,5732,US,HIGH
m_01015,Willis PLC,5812,DE,MEDIUM
m_01016,"Meyer, Stephens and Carlson",5411,DE,MEDIUM
m_01017,Stone Ltd,5311,SG,HIGH
m_01018,Foster Ltd,5541,SG,MEDIUM
m_01019,"Davila, Ali and Brown",5311,SG,HIGH
m_01020,Reese-Brown,5732,SG,LOW
m_01021,Hudson-Wilkins,5411,IN,HIGH
m_01022,Henderson Inc,5732,US,LOW
m_01023,Stone-Crane,5541,IN,HIGH
m_01024,"Lara, Maxwell and Perez",5311,GB,HIGH
m_01025,Scott and Sons,5411,IN,MEDIUM
m_01026,Olsen Ltd,5732,US,LOW
m_01027,Williams-Garza,5541,SG,HIGH
m_01028,Zimmerman Ltd,5541,US,HIGH
m_01029,Horton Ltd,5732,DE,MEDIUM
m_01030,Bond Group,5541,SG,MEDIUM
m_01031,"Hughes, Hernandez and Thompson",5732,IN,LOW
m_01032,"Roberts, Robbins and Shannon",5411,GB,MEDIUM
m_01033,Murphy-Walters,5411,IN,MEDIUM
m_01034,"Smith, Sharp and Diaz",5812,GB,HIGH
m_01035,Barnes Inc,5732,DE,MEDIUM
m_01036,Rogers PLC,5541,DE,LOW
