card_id,bin,issuer,card_type
c_001676,554725,SBI,CREDIT
c_001677,491991,HDFC,CREDIT
c_001678,421044,HDFC,CREDIT
c_001679,537778,CHASE,DEBIT
c_001680,414701,SBI,DEBIT
c_001681,401143,CITI,DEBIT
c_001682,468652,SBI,DEBIT
c_001683,537062,CHASE,CREDIT
c_001684,491640,CHASE,DEBIT
c_001685,461057,HDFC,DEBIT
c_001686,554573,ICICI,DEBIT
c_001687,432372,HDFC,DEBIT
c_001688,489101,HDFC,DEBIT
c_001689,532953,CHASE,DEBIT
c_001690,529343,SBI,DEBIT
c_001691,549846,HDFC,CREDIT
c_001692,557476,SBI,DEBIT
c_001693,447489,ICICI,DEBIT
c_001694,449553,CHASE,DEBIT
c_001695,431212,CITI,DEBIT
c_001696,500779,ICICI,DEBIT
c_001697,403575,CHASE,DEBIT
c_001698,405193,ICICI,CREDIT
c_001699,445288,CHASE,CREDIT
c_001700,436409,SBI,CREDIT
c_001701,495284,ICICI,CREDIT
c_001702,475570,HDFC,CREDIT
c_001703,529713,HDFC,CREDIT
c_001704,479973,CHASE,CREDIT
c_001705,506956,CHASE,CREDIT
c_001706,413028,CHASE,CREDIT
c_001707,454598,SBI,CREDIT
c_001708,466362,SBI,DEBIT
c_001709,466685,SBI,DEBIT
c_001710,473580,CHASE,CREDIT
c_001711,543909,CITI,CREDIT
c_001712,492782,CITI,DEBIT
c_001713,470167,CITI,DEBIT
c_001714,477771,CITI,DEBIT
c_001715,492582,CITI,CREDIT
c_001716,441948,CHASE,CREDIT
c_001717,456579,CHASE,CREDIT
c_001718,478568,CITI,CREDIT
c_001719,463003,ICICI,DEBIT
c_001720,520775,CHASE,CREDIT
c_001721,537501,CHASE,DEBIT
c_001722,533140,CITI,CREDIT
c_001723,463885,ICICI,CREDIT
c_001724,559929,CITI,DEBIT
c_001725,466013,SBI,DEBIT
c_001726,512885,CITI,CREDIT
c_001727,540396,HDFC,CREDIT
c_001728,406233,SBI,CREDIT
c_001729,415616,SBI,DEBIT
c_001730,556206,ICICI,CREDIT
c_001731,505091,CHASE,DEBIT
c_001732,402147,HDFC,CREDIT
c_001733,451661,SBI,DEBIT
c_001734,558206,ICICI,DEBIT
c_001735,522536,CHASE,DEBIT
c_001736,528456,ICICI,CREDIT
c_001737,470684,SBI,DEBIT
c_001738,463357,CITI,DEBIT
c_001739,416629,CHASE,DEBIT
c_001740,487839,CITI,CREDIT
c_001741,428819,SBI,DEBIT
c_001742,434774,HDFC,CREDIT
c_001743,490045,HDFC,DEBIT
c_001744,547410,HDFC,CREDIT
c_001745,454976,SBI,DEBIT
c_001746,416968,ICICI,CREDIT
c_001747,556401,SBI,DEBIT
c_001748,458667,CHASE,CREDIT
c_001749,449306,HDFC,DEBIT
c_001750,429275,ICICI,DEBIT
c_001751,492430,CITI,DEBIT
c_001752,472029,ICICI,CREDIT
c_001753,493839,ICICI,CREDIT
c_001754,469256,ICICI,CREDIT
c_001755,499694,ICICI,CREDIT
c_001756,429100,HDFC,CREDIT
c_001757,529999,ICICI,DEBIT
c_001758,545229,SBI,CREDIT
c_001759,476691,SBI,DEBIT
c_001760,468037,CHASE,DEBIT
c_001761,558237,HDFC,DEBIT
c_001762,484981,HDFC,DEBIT
c_001763,524947,SBI,CREDIT
c_001764,493711,SBI,DEBIT
c_001765,518949,HDFC,CREDIT
c_001766,435576,CHASE,DEBIT
c_001767,542558,HDFC,CREDIT
c_001768,519440,ICICI,DEBIT
c_001769,515936,SBI,CREDIT
c_001770,425026,ICICI,DEBIT
c_001771,483220,CHASE,CREDIT
c_001772,510933,ICICI,CREDIT
c_001773,467457,HDFC,DEBIT
c_001774,511231,HDFC,CREDIT
c_001775,537814,HDFC,CREDIT
c_001776,502827,ICICI,DEBIT
c_001777,554443,CITI,DEBIT
c_001778,511121,CITI,DEBIT
c_001779,421977,CITI,CREDIT
c_001780,463045,HDFC,DEBIT
c_001781,556686,SBI,DEBIT
c_001782,514249,CHASE,DEBIT
c_001783,481465,SBI,DEBIT
c_001784,486489,CITI,DEBIT
c_001785,432779,CHASE,CREDIT
c_001786,459654,HDFC,DEBIT
c_001787,456443,SBI,DEBIT
c_001788,539202,CITI,DEBIT
c_001789,480891,CITI,CREDIT
c_001790,423711,SBI,DEBIT
c_001791,414990,ICICI,CREDIT
c_001792,559332,ICICI,CREDIT
c_001793,478061,SBI,DEBIT
c_001794,437946,CITI,DEBIT
c_001795,462271,HDFC,DEBIT
c_001796,466938,ICICI,CREDIT
c_001797,494846,SBI,CREDIT
c_001798,499246,CHASE,DEBIT
c_001799,558958,CITI,DEBIT
c_001800,428888,SBI,CREDIT
c_001801,554788,HDFC,CREDIT
c_001802,467832,ICICI,DEBIT
c_001803,536665,ICICI,CREDIT
c_001804,465203,CHASE,CREDIT
c_001805,458988,HDFC,DEBIT
c_001806,441099,CITI,CREDIT
c_001807,526784,HDFC,DEBIT
c_001808,484067,HDFC,CREDIT
c_001809,438555,CITI,DEBIT
c_001810,522604,CITI,DEBIT
c_001811,502190,SBI,DEBIT
c_001812,518466,ICICI,DEBIT
c_001813,533492,HDFC,CREDIT
c_001814,437029,CITI,DEBIT
c_001815,414044,CITI,CREDIT
c_001816,459922,CITI,DEBIT
c_001817,441086,HDFC,DEBIT
c_001818,504089,CITI,DEBIT
c_001819,484479,CHASE,DEBIT
c_001820,520719,CHASE,CREDIT
c_001821,429860,HDFC,CREDIT
c_001822,435889,CITI,CREDIT
c_001823,527749,HDFC,CREDIT
c_001824,476550,SBI,DEBIT
c_001825,497821,ICICI,DEBIT
c_001826,466662,SBI,CREDIT
c_001827,413400,HDFC,DEBIT
c_001828,401540,ICICI,CREDIT
c_001829,536509,ICICI,CREDIT
c_001830,545477,CITI,DEBIT
c_001831,455848,SBI,CREDIT
c_001832,414493,ICICI,CREDIT
c_001833,531858,CHASE,CREDIT
c_001834,503966,HDFC,DEBIT
c_001835,412458,SBI,DEBIT
c_001836,558488,ICICI,CREDIT
c_001837,506977,CHASE,CREDIT
c_001838,478013,HDFC,DEBIT
c_001839,462939,CHASE,DEBIT
c_001840,411705,HDFC,DEBIT
c_001841,544037,ICICI,CREDIT
c_001842,445225,HDFC,DEBIT
c_001843,482201,HDFC,DEBIT
c_001844,464111,SBI,CREDIT
c_001845,415756,HDFC,CREDIT
c_001846,441859,ICICI,DEBIT
c_001847,425831,ICICI,DEBIT
c_001848,494807,ICICI,DEBIT
c_001849,408264,CITI,DEBIT
c_001850,420131,CHASE,DEBIT
c_001851,507760,ICICI,CREDIT
c_001852,402369,ICICI,DEBIT
c_001853,525536,ICICI,CREDIT
c_001854,557347,HDFC,CREDIT
c_001855,533767,CITI,CREDIT
c_001856,527426,CHASE,CREDIT
c_001857,448283,HDFC,DEBIT
c_001858,406064,SBI,DEBIT
c_001859,421179,SBI,DEBIT
c_001860,413200,CHASE,DEBIT
c_001861,519734,HDFC,CREDIT
c_001862,463293,SBI,CREDIT
c_001863,407231,CITI,CREDIT
c_001864,427315,ICICI,DEBIT
c_001865,520265,HDFC,CREDIT
c_001866,421214,HDFC,DEBIT
c_001867,469423,SBI,CREDIT
c_001868,468037,SBI,CREDIT
c_001869,558730,CHASE,DEBIT
c_001870,503659,SBI,CREDIT
c_001871,502101,HDFC,DEBIT
c_001872,518887,CHASE,CREDIT
c_001873,420512,ICICI,CREDIT
c_001874,516954,HDFC,CREDIT
c_001875,437058,CHASE,DEBIT
c_001876,553263,SBI,CREDIT
c_001877,427931,ICICI,CREDIT
c_001878,500055,CHASE,DEBIT
c_001879,406621,SBI,CREDIT
c_001880,529608,ICICI,CREDIT
c_001881,425806,ICICI,CREDIT
c_001882,475103,HDFC,DEBIT
c_001883,436645,ICICI,CREDIT
c_001884,499819,HDFC,CREDIT
c_001885,477888,CHASE,CREDIT
c_001886,446113,CHASE,CREDIT
c_001887,453685,ICICI,DEBIT
c_001888,477819,HDFC,DEBIT
c_001889,519820,CHASE,DEBIT
c_001890,478168,ICICI,DEBIT
c_001891,498197,ICICI,CREDIT
c_001892,534049,ICICI,DEBIT
c_001893,557539,CHASE,CREDIT
c_001894,454318,CHASE,CREDIT
c_001895,525618,HDFC,CREDIT
c_001896,501790,SBI,CREDIT
c_001897,541203,CITI,CREDIT
c_001898,555492,CITI,CREDIT
c_001899,405727,ICICI,CREDIT
c_001900,544495,CITI,DEBIT
c_001901,400783,HDFC,CREDIT
c_001902,541894,ICICI,CREDIT
c_001903,558164,ICICI,CREDIT
c_001904,459510,HDFC,CREDIT
c_001905,551166,ICICI,DEBIT
c_001906,555676,HDFC,DEBIT
c_001907,526498,HDFC,CREDIT
c_001908,486463,CITI,DEBIT
c_001909,473442,HDFC,DEBIT
c_001910,469264,HDFC,CREDIT
c_001911,438051,CITI,DEBIT
c_001912,421484,CITI,CREDIT
c_001913,444653,ICICI,DEBIT
c_001914,473601,CHASE,DEBIT
c_001915,535946,ICICI,DEBIT
c_001916,422938,CITI,DEBIT
c_001917,517007,CITI,CREDIT
c_001918,414005,CHASE,CREDIT
c_001919,517492,CITI,CREDIT
c_001920,551139,CHASE,CREDIT
c_001921,552472,CITI,CREDIT
c_001922,557356,HDFC,CREDIT
c_001923,442265,ICICI,DEBIT
c_001924,528537,HDFC,DEBIT
c_001925,473179,CITI,CREDIT
c_001926,488015,CHASE,CREDIT
c_001927,535471,HDFC,DEBIT
c_001928,402467,CHASE,DEBIT
c_001929,529110,ICICI,CREDIT
c_001930,506530,ICICI,DEBIT
c_001931,506937,ICICI,DEBIT
c_001932,444082,CITI,CREDIT
c_001933,496081,SBI,CREDIT
c_001934,446663,CHASE,DEBIT
c_001935,509721,CITI,CREDIT
c_001936,559593,CHASE,DEBIT
c_001937,527927,CITI,DEBIT
c_001938,423246,CITI,DEBIT
c_001939,537771,CITI,DEBIT
c_001940,502750,CITI,DEBIT
c_001941,412415,HDFC,DEBIT
c_001942,403399,CHASE,DEBIT
c_001943,511678,CHASE,CREDIT
c_001944,449420,ICICI,DEBIT
c_001945,501978,ICICI,DEBIT
c_001946,510517,HDFC,DEBIT
c_001947,420154,CHASE,CREDIT
c_001948,470191,CITI,DEBIT
c_001949,411903,SBI,DEBIT
c_001950,463615,CHASE,DEBIT
c_001951,557647,SBI,CREDIT
c_001952,497405,CITI,CREDIT
c_001953,531995,ICICI,CREDIT
c_001954,510388,ICICI,DEBIT
c_001955,440146,CHASE,CREDIT
c_001956,457102,CITI,DEBIT
c_001957,438141,SBI,CREDIT
c_001958,427745,CHASE,CREDIT
c_001959,418281,CITI,DEBIT
c_001960,484586,CITI,DEBIT
c_001961,466600,CHASE,CREDIT
c_001962,447055,HDFC,DEBIT
c_001963,449248,CHASE,DEBIT
c_001964,431854,CITI,CREDIT
c_001965,461150,CITI,CREDIT
c_001966,493849,SBI,DEBIT
c_001967,454502,CITI,CREDIT
c_001968,483450,ICICI,DEBIT
c_001969,482300,CHASE,DEBIT
c_001970,413820,CITI,DEBIT
c_001971,402274,CHASE,CREDIT
c_001972,536659,SBI,DEBIT
c_001973,553916,CHASE,CREDIT
c_001974,494991,CITI,CREDIT
c_001975,435549,SBI,DEBIT
c_001976,547430,CITI,DEBIT
c_001977,428209,CHASE,CREDIT
c_001978,449330,SBI,DEBIT
c_001979,509716,CHASE,DEBIT
c_001980,417443,ICICI,DEBIT
c_001981,523330,ICICI,CREDIT
c_001982,518704,HDFC,CREDIT
c_001983,435673,HDFC,CREDIT
c_001984,459339,SBI,DEBIT
c_001985,447253,SBI,DEBIT
c_001986,444997,ICICI,CREDIT
c_001987,424656,CITI,DEBIT
c_001988,416077,CHASE,DEBIT
c_001989,448451,ICICI,CREDIT
c_001990,481964,SBI,DEBIT
c_001991,424679,CITI,DEBIT
c_001992,481265,SBI,CREDIT
c_001993,444091,SBI,CREDIT
c_001994,440711,HDFC,DEBIT
c_001995,473272,ICICI,CREDIT
c_001996,401919,CITI,CREDIT
c_001997,515138,CHASE,CREDIT
c_001998,423818,HDFC,CREDIT
c_001999,417072,SBI,CREDIT
c_002000,471818,HDFC,CREDIT
c_002001,427013,SBI,CREDIT
c_002002,492157,ICICI,DEBIT
c_002003,450468,CHASE,DEBIT
c_002004,483864,SBI,DEBIT
c_002005,478664,SBI,DEBIT
c_002006,414628,CITI,DEBIT
c_002007,501067,HDFC,DEBIT
c_002008,407120,ICICI,CREDIT
c_002009,500487,SBI,CREDIT
c_002010,447510,CITI,DEBIT
c_002011,409236,ICICI,DEBIT
c_002012,525903,CHASE,CREDIT
c_002013,513451,CITI,CREDIT
c_002014,557272,ICICI,DEBIT
c_002015,549382,SBI,DEBIT
c_002016,460742,CITI,CREDIT
c_002017,424450,CITI,CREDIT
c_002018,424344,HDFC,DEBIT
c_002019,559601,HDFC,DEBIT
c_002020,480096,ICICI,CREDIT
c_002021,439006,SBI,DEBIT
c_002022,499233,CHASE,DEBIT
c_002023,534319,ICICI,CREDIT
c_002024,507508,ICICI,DEBIT
c_002025,478619,CITI,DEBIT
c_002026,462424,SBI,DEBIT
c_002027,523899,SBI,DEBIT
c_002028,538100,CHASE,CREDIT
c_002029,466689,HDFC,CREDIT
c_002030,494888,SBI,DEBIT
c_002031,474521,ICICI,DEBIT
c_002032,500589,CITI,DEBIT
c_002033,545354,SBI,CREDIT
c_002034,405458,CHASE,CREDIT
c_002035,453530,SBI,DEBIT
c_002036,551419,SBI,DEBIT
c_002037,546654,CITI,CREDIT
c_002038,559587,SBI,CREDIT
c_002039,402164,ICICI,CREDIT
c_002040,558610,CHASE,CREDIT
c_002041,485657,ICICI,CREDIT
c_002042,557532,HDFC,CREDIT
c_002043,506130,SBI,DEBIT
c_002044,467794,CHASE,DEBIT
c_002045,544034,CITI,DEBIT
c_002046,401187,HDFC,CREDIT
c_002047,471819,ICICI,CREDIT
c_002048,455644,SBI,CREDIT
c_002049,505372,CHASE,CREDIT
c_002050,512643,CHASE,CREDIT
c_002051,519795,HDFC,CREDIT
c_002052,427916,CHASE,DEBIT
c_002053,513568,CITI,DEBIT
c_002054,422283,SBI,CREDIT
c_002055,421505,HDFC,DEBIT
c_002056,456332,CITI,CREDIT
c_002057,517448,HDFC,CREDIT
c_002058,502809,CHASE,CREDIT
c_002059,509794,CHASE,CREDIT
c_002060,400013,SBI,DEBIT
c_002061,542296,CITI,CREDIT
c_002062,405243,HDFC,CREDIT
c_002063,528816,SBI,CREDIT
c_002064,547580,ICICI,DEBIT
c_002065,474471,ICICI,CREDIT
c_002066,514016,CITI,CREDIT
c_002067,404888,SBI,CREDIT
c_002068,404361,SBI,CREDIT
c_002069,507093,CITI,DEBIT
c_002070,527001,SBI,CREDIT
c_002071,411943,ICICI,CREDIT
c_002072,446647,CITI,CREDIT
c_002073,418900,CHASE,DEBIT
c_002074,486804,CHASE,DEBIT
c_002075,478816,HDFC,DEBIT
c_002076,486622,HDFC,DEBIT
c_002077,541273,SBI,CREDIT
c_002078,512153,ICICI,CREDIT
c_002079,478867,CITI,DEBIT
c_002080,507812,ICICI,CREDIT
c_002081,550200,ICICI,CREDIT
c_002082,546613,HDFC,CREDIT
c_002083,451344,SBI,CREDIT
c_002084,457864,HDFC,DEBIT
c_002085,405697,HDFC,DEBIT
c_002086,515153,CITI,CREDIT
c_002087,557570,SBI,DEBIT
c_002088,454629,HDFC,CREDIT
c_002089,532045,SBI,DEBIT
c_002090,528378,CHASE,CREDIT
c_002091,537410,CHASE,CREDIT
c_002092,412785,ICICI,CREDIT
c_002093,485864,CHASE,DEBIT
c_002094,413528,ICICI,CREDIT
c_002095,456526,SBI,CREDIT
c_002096,473730,ICICI,CREDIT
c_002097,505635,CITI,CREDIT
c_002098,464121,ICICI,DEBIT
c_002099,540828,HDFC,DEBIT
c_002100,451426,ICICI,CREDIT
c_002101,515276,CHASE,DEBIT
c_002102,524984,HDFC,CREDIT
c_002103,457629,HDFC,CREDIT
c_002104,479024,SBI,CREDIT
c_002105,520844,CHASE,CREDIT
c_002106,445366,CHASE,DEBIT
c_002107,501744,ICICI,CREDIT
c_002108,516522,CITI,CREDIT
c_002109,410784,CITI,CREDIT
c_002110,529996,SBI,CREDIT
c_002111,498129,CITI,CREDIT
c_002112,475197,ICICI,CREDIT
c_002113,531710,SBI,DEBIT
c_002114,553992,SBI,DEBIT
c_002115,516949,CHASE,CREDIT
c_002116,407208,ICICI,CREDIT
c_002117,502050,CHASE,CREDIT
c_002118,546164,CHASE,CREDIT
c_002119,406559,SBI,DEBIT
c_002120,405905,CHASE,CREDIT
c_002121,522485,SBI,DEBIT
c_002122,480773,CITI,CREDIT
c_002123,491942,ICICI,CREDIT
c_002124,423138,HDFC,CREDIT
c_002125,523518,ICICI,DEBIT
c_002126,415570,CITI,DEBIT
c_002127,408472,HDFC,CREDIT
c_002128,408781,CHASE,CREDIT
c_002129,504445,SBI,DEBIT
c_002130,463482,SBI,CREDIT
c_002131,490021,ICICI,CREDIT
c_002132,510799,SBI,DEBIT
c_002133,489641,ICICI,DEBIT
c_002134,434113,CHASE,CREDIT
c_002135,408360,HDFC,DEBIT
c_002136,468217,CHASE,DEBIT
c_002137,549584,HDFC,DEBIT
c_002138,415710,ICICI,CREDIT
c_002139,553331,SBI,CREDIT
c_002140,420393,HDFC,CREDIT
c_002141,482407,HDFC,DEBIT
c_002142,543554,HDFC,CREDIT
c_002143,531696,ICICI,CREDIT
c_002144,472530,CHASE,CREDIT
c_002145,420054,SBI,CREDIT
c_002146,523308,CHASE,CREDIT
c_002147,424381,CITI,CREDIT
c_002148,533987,CHASE,DEBIT
c_002149,473574,CHASE,CREDIT
c_002150,504830,CHASE,DEBIT
c_002151,404147,SBI,DEBIT
c_002152,496694,CHASE,CREDIT
c_002153,557390,CITI,CREDIT
c_002154,404397,CITI,DEBIT
c_002155,472411,ICICI,DEBIT
c_002156,460701,HDFC,DEBIT
c_002157,550536,ICICI,CREDIT
c_002158,510837,SBI,DEBIT
c_002159,482718,SBI,CREDIT
c_002160,463430,CITI,CREDIT
c_002161,445805,ICICI,DEBIT
c_002162,466421,HDFC,CREDIT
c_002163,417624,ICICI,DEBIT
c_002164,539443,CHASE,CREDIT
c_002165,408449,SBI,CREDIT
c_002166,480616,CHASE,DEBIT
c_002167,455892,CITI,DEBIT
c_002168,466409,CHASE,CREDIT
c_002169,443950,SBI,CREDIT
c_002170,478441,SBI,DEBIT
c_002171,400698,ICICI,CREDIT
c_002172,558782,SBI,CREDIT
c_002173,427030,HDFC,DEBIT
c_002174,459226,CITI,CREDIT
c_002175,459155,SBI,DEBIT
c_002176,540842,CHASE,CREDIT
c_002177,481289,CHASE,CREDIT
c_002178,479284,HDFC,DEBIT
c_002179,423638,ICICI,CREDIT
c_002180,420015,CITI,DEBIT
c_002181,402270,ICICI,CREDIT
c_002182,534772,SBI,DEBIT
c_002183,470132,CHASE,CREDIT
c_002184,540119,HDFC,CREDIT
c_002185,455060,CITI,CREDIT
c_002186,443984,HDFC,CREDIT
c_002187,544278,CITI,CREDIT
c_002188,490106,CITI,DEBIT
c_002189,551345,CITI,CREDIT
c_002190,419916,ICICI,CREDIT
c_002191,486584,SBI,DEBIT
c_002192,498773,CHASE,CREDIT
c_002193,446613,ICICI,DEBIT
c_002194,425454,CITI,DEBIT
c_002195,481539,CITI,DEBIT
c_002196,543584,HDFC,DEBIT
c_002197,451400,CITI,DEBIT
c_002198,467685,CHASE,DEBIT
c_002199,467925,ICICI,DEBIT
c_002200,481725,ICICI,DEBIT
c_002201,559453,SBI,CREDIT
c_002202,463481,HDFC,DEBIT
c_002203,445452,HDFC,CREDIT
c_002204,440563,CHASE,DEBIT
c_002205,477382,HDFC,DEBIT
c_002206,477521,CHASE,DEBIT
c_002207,451548,ICICI,DEBIT
c_002208,487120,SBI,CREDIT
c_002209,451321,HDFC,DEBIT
c_002210,484076,ICICI,DEBIT
c_002211,449757,HDFC,CREDIT
c_002212,477812,HDFC,CREDIT
c_002213,515592,CITI,DEBIT
c_002214,426164,HDFC,CREDIT
c_002215,494519,CITI,CREDIT
c_002216,482014,SBI,CREDIT
c_002217,506634,CHASE,DEBIT
c_002218,480065,SBI,CREDIT
c_002219,431373,CITI,DEBIT
c_002220,556666,CITI,DEBIT
c_002221,437056,CHASE,CREDIT
c_002222,489454,ICICI,DEBIT
c_002223,509307,SBI,DEBIT
c_002224,426995,HDFC,CREDIT
c_002225,427431,CHASE,CREDIT
c_002226,424453,HDFC,DEBIT
c_002227,538002,ICICI,DEBIT
c_002228,465551,ICICI,DEBIT
c_002229,506036,CITI,DEBIT
c_002230,509419,CITI,DEBIT
c_002231,439831,HDFC,CREDIT
c_002232,493281,CHASE,DEBIT
c_002233,499884,CITI,CREDIT
c_002234,438275,HDFC,DEBIT
c_002235,471038,CHASE,DEBIT
c_002236,401017,HDFC,CREDIT
c_002237,549082,ICICI,DEBIT
c_002238,492194,CHASE,DEBIT
c_002239,434778,CITI,CREDIT
c_002240,412886,ICICI,DEBIT
c_002241,438212,HDFC,DEBIT
c_002242,521451,SBI,CREDIT
c_002243,529327,ICICI,CREDIT
c_002244,450167,CITI,CREDIT
c_002245,432006,ICICI,CREDIT
c_002246,423166,SBI,CREDIT
c_002247,448828,HDFC,CREDIT
c_002248,534144,HDFC,DEBIT
c_002249,535268,CHASE,DEBIT
c_002250,499641,HDFC,CREDIT
c_002251,544813,HDFC,DEBIT
c_002252,447691,SBI,DEBIT
c_002253,509709,SBI,CREDIT
c_002254,525070,SBI,CREDIT
c_002255,504631,CITI,CREDIT
c_002256,410920,CITI,DEBIT
c_002257,467417,HDFC,CREDIT
c_002258,514203,CHASE,CREDIT
c_002259,453539,HDFC,DEBIT
c_002260,501955,SBI,CREDIT
c_002261,513092,ICICI,DEBIT
c_002262,534957,CITI,CREDIT
c_002263,539157,CITI,CREDIT
c_002264,499855,SBI,CREDIT
c_002265,462299,HDFC,DEBIT
c_002266,502066,HDFC,CREDIT
c_002267,433548,ICICI,DEBIT
c_002268,423116,HDFC,DEBIT
c_002269,545755,CHASE,DEBIT
c_002270,473254,CHASE,CREDIT
c_002271,517235,HDFC,DEBIT
c_002272,456182,CITI,DEBIT
c_002273,454346,SBI,DEBIT
c_002274,467200,CITI,CREDIT
c_002275,464459,CITI,DEBIT
c_002276,549300,SBI,CREDIT
c_002277,419246,CITI,DEBIT
c_002278,468056,CHASE,DEBIT
c_002279,494814,ICICI,CREDIT
c_002280,515474,ICICI,DEBIT
c_002281,554278,SBI,DEBIT
c_002282,507174,CHASE,DEBIT
c_002283,414757,CITI,CREDIT
c_002284,457950,ICICI,CREDIT
c_002285,529348,HDFC,CREDIT
c_002286,533833,CITI,CREDIT
c_002287,538600,CHASE,CREDIT
c_002288,499614,ICICI,DEBIT
c_002289,496353,CITI,DEBIT
c_002290,441641,CITI,DEBIT
c_002291,540645,HDFC,DEBIT
c_002292,538134,ICICI,DEBIT
c_002293,464348,SBI,DEBIT
c_002294,410940,CHASE,CREDIT
c_002295,511960,CITI,CREDIT
c_002296,510731,CHASE,CREDIT
c_002297,529816,CITI,DEBIT
c_002298,504654,SBI,CREDIT
c_002299,544615,ICICI,CREDIT
c_002300,470464,SBI,CREDIT
c_002301,550691,CHASE,CREDIT
c_002302,438419,HDFC,DEBIT
c_002303,493693,ICICI,DEBIT
c_002304,525193,SBI,CREDIT
c_002305,486442,CITI,DEBIT
c_002306,531844,CITI,CREDIT
c_002307,471968,CITI,CREDIT
c_002308,472465,HDFC,DEBIT
c_002309,476318,CITI,CREDIT
c_002310,441022,CHASE,CREDIT
c_002311,484732,HDFC,DEBIT
c_002312,529242,CHASE,CREDIT
c_002313,487725,ICICI,CREDIT
c_002314,506498,SBI,CREDIT
c_002315,418859,SBI,CREDIT
c_002316,481443,HDFC,CREDIT
c_002317,515500,CITI,CREDIT
c_002318,462280,HDFC,DEBIT
c_002319,548301,ICICI,CREDIT
c_002320,532203,ICICI,DEBIT
c_002321,428903,CHASE,DEBIT
c_002322,409866,HDFC,CREDIT
c_002323,550891,CHASE,DEBIT
c_002324,445233,SBI,DEBIT
c_002325,433096,CITI,CREDIT
c_002326,541937,ICICI,CREDIT
c_002327,557339,ICICI,CREDIT
c_002328,500026,CHASE,DEBIT
c_002329,548825,CITI,CREDIT
c_002330,514266,HDFC,DEBIT
c_002331,532684,HDFC,CREDIT
c_002332,402125,ICICI,DEBIT
c_002333,478646,CITI,DEBIT
c_002334,418871,SBI,DEBIT
c_002335,514985,ICICI,CREDIT
c_002336,538145,CHASE,CREDIT
c_002337,527394,HDFC,CREDIT
c_002338,485536,SBI,CREDIT
c_002339,509269,HDFC,CREDIT
c_002340,464237,CITI,DEBIT
c_002341,503009,HDFC,CREDIT
c_002342,527023,SBI,CREDIT
c_002343,436119,CHASE,DEBIT
c_002344,412603,SBI,DEBIT
c_002345,503569,SBI,DEBIT
c_002346,428071,CITI,DEBIT
c_002347,539123,SBI,CREDIT
c_002348,516509,ICICI,CREDIT
c_002349,411160,ICICI,DEBIT
c_002350,493694,SBI,DEBIT
c_002351,546035,ICICI,DEBIT
c_002352,530318,CHASE,CREDIT
c_002353,483892,CITI,DEBIT
c_002354,423420,ICICI,CREDIT
c_002355,447813,CHASE,CREDIT
c_002356,457027,CITI,CREDIT
c_002357,504245,CHASE,CREDIT
c_002358,475647,CHASE,DEBIT
c_002359,516866,CITI,DEBIT
c_002360,525959,SBI,DEBIT
c_002361,547476,CITI,DEBIT
c_002362,559160,CITI,DEBIT
c_002363,519559,CHASE,CREDIT
c_002364,497078,HDFC,DEBIT
c_002365,550100,SBI,CREDIT
c_002366,425159,SBI,DEBIT
c_002367,488880,ICICI,DEBIT
c_002368,512576,SBI,DEBIT
c_002369,536318,ICICI,CREDIT
c_002370,549517,CHASE,CREDIT
c_002371,515336,CHASE,CREDIT
c_002372,491882,CHASE,CREDIT
c_002373,552659,HDFC,CREDIT
c_002374,404913,SBI,CREDIT
c_002375,479427,CITI,CREDIT
c_002376,455114,SBI,DEBIT
c_002377,513222,CITI,CREDIT
c_002378,529139,HDFC,CREDIT
c_002379,507617,CITI,DEBIT
c_002380,436926,HDFC,CREDIT
c_002381,414095,CHASE,CREDIT
c_002382,463174,SBI,DEBIT
c_002383,490642,ICICI,CREDIT
c_002384,555645,CHASE,CREDIT
c_002385,432765,HDFC,DEBIT
c_002386,428780,HDFC,CREDIT
c_002387,466128,CHASE,CREDIT
c_002388,459956,SBI,CREDIT
c_002389,463017,HDFC,CREDIT
c_002390,540655,CHASE,DEBIT
c_002391,445337,SBI,CREDIT
c_002392,522761,CITI,CREDIT
c_002393,505195,SBI,DEBIT
c_002394,458523,SBI,CREDIT
c_002395,527873,SBI,DEBIT
c_002396,503155,CITI,CREDIT
c_002397,498066,CHASE,DEBIT
c_002398,482332,ICICI,DEBIT
c_002399,437897,CITI,CREDIT
c_002400,497748,SBI,DEBIT
c_002401,552586,SBI,CREDIT
c_002402,556710,SBI,CREDIT
c_002403,494928,CITI,DEBIT
c_002404,507160,CHASE,DEBIT
c_002405,440732,CITI,CREDIT
c_002406,430817,ICICI,CREDIT
c_002407,443946,ICICI,DEBIT
c_002408,479154,CHASE,DEBIT
c_002409,478796,HDFC,CREDIT
c_002410,426676,SBI,CREDIT
c_002411,555425,CHASE,DEBIT
c_002412,466711,CHASE,CREDIT
c_002413,464371,SBI,DEBIT
c_002414,545744,SBI,CREDIT
c_002415,549921,SBI,DEBIT
c_002416,535843,ICICI,CREDIT
c_002417,474291,SBI,CREDIT
c_002418,409720,HDFC,CREDIT
c_002419,406658,ICICI,CREDIT
c_002420,426417,HDFC,DEBIT
c_002421,520616,SBI,DEBIT
c_002422,410305,HDFC,CREDIT
c_002423,409244,CHASE,CREDIT
c_002424,550150,SBI,DEBIT
c_002425,528157,CITI,CREDIT
c_002426,556600,ICICI,CREDIT
c_002427,482264,HDFC,CREDIT
