txn_id,note_text,created_at
tx_2024-01_48599,Device fingerprint inconsistent.,2025-03-14 23:35:09
tx_2024-01_101501,Cardholder reported unauthorized transaction.,2025-10-31 20:36:23
tx_2024-01_64855,Multiple failed attempts before success.,2025-09-18 18:04:34
tx_2024-01_96180,Cardholder reported unauthorized transaction.,2025-07-07 15:11:15
tx_2024-01_11823,Multiple failed attempts before success.,2025-05-27 02:44:53
tx_2024-01_230,Multiple failed attempts before success.,2025-08-06 16:52:44
tx_2024-01_66957,Device fingerprint inconsistent.,2025-04-30 18:49:31
tx_2024-01_13983,Merchant previously linked to fraud ring.,2025-10-04 22:16:14
tx_2024-01_98003,Multiple failed attempts before success.,2025-04-19 17:18:08
tx_2024-01_116932,Multiple failed attempts before success.,2025-05-23 13:25:59
tx_2024-01_127863,Cardholder reported unauthorized transaction.,2025-10-20 14:47:54
tx_2024-01_115088,Merchant previously linked to fraud ring.,2025-04-07 08:52:09
tx_2024-01_28606,Cardholder reported unauthorized transaction.,2025-03-03 11:31:08
tx_2024-01_113388,Device fingerprint inconsistent.,2025-09-05 10:59:54
tx_2024-01_67142,Device fingerprint inconsistent.,2025-06-18 04:44:59
tx_2024-01_100507,Multiple failed attempts before success.,2025-10-03 01:22:21
tx_2024-01_73929,Multiple failed attempts before success.,2025-06-13 19:45:48
tx_2024-01_136166,Merchant previously linked to fraud ring.,2025-10-20 18:32:14
tx_2024-01_120839,Multiple failed attempts before success.,2025-08-25 00:23:39
tx_2024-01_61605,Multiple failed attempts before success.,2025-07-13 20:56:43
tx_2024-01_109060,Cardholder reported unauthorized transaction.,2025-03-15 10:10:31
tx_2024-01_27009,Merchant previously linked to fraud ring.,2025-11-27 11:58:22
tx_2024-01_127342,Multiple failed attempts before success.,2025-07-13 19:11:05
tx_2024-01_108390,Device fingerprint inconsistent.,2025-05-17 19:03:38
tx_2024-01_119920,Multiple failed attempts before success.,2025-12-11 05:48:38
tx_2024-01_117804,Merchant previously linked to fraud ring.,2025-10-02 10:00:36
tx_2024-01_33532,Device fingerprint inconsistent.,2025-01-04 23:56:57
tx_2024-01_115587,Cardholder reported unauthorized transaction.,2025-02-19 03:16:59
tx_2024-01_40773,Merchant previously linked to fraud ring.,2025-06-12 21:47:09
tx_2024-01_84612,Merchant previously linked to fraud ring.,2025-04-23 11:26:15
tx_2024-01_119843,Device fingerprint inconsistent.,2025-12-16 04:35:16
tx_2024-01_131605,Multiple failed attempts before success.,2025-07-17 02:19:37
tx_2024-01_49616,Device fingerprint inconsistent.,2025-02-28 10:52:35
tx_2024-01_147306,Merchant previously linked to fraud ring.,2025-06-13 11:07:03
tx_2024-01_46227,Device fingerprint inconsistent.,2025-01-28 02:01:39
tx_2024-01_134179,Cardholder reported unauthorized transaction.,2025-09-21 13:31:46
tx_2024-01_136687,Cardholder reported unauthorized transaction.,2025-06-25 22:04:46
tx_2024-01_92238,Cardholder reported unauthorized transaction.,2025-12-09 22:07:44
tx_2024-01_38775,Device fingerprint inconsistent.,2025-05-03 14:50:21
tx_2024-01_104232,Multiple failed attempts before success.,2025-12-01 12:05:07
tx_2024-01_91194,Cardholder reported unauthorized transaction.,2025-01-29 22:19:41
tx_2024-01_1629,Device fingerprint inconsistent.,2025-09-02 13:04:19
tx_2024-01_105831,Multiple failed attempts before success.,2025-08-01 20:38:45
tx_2024-01_122054,Device fingerprint inconsistent.,2025-01-02 00:23:42
tx_2024-01_119959,Device fingerprint inconsistent.,2025-06-27 05:15:45
tx_2024-01_115675,Merchant previously linked to fraud ring.,2025-06-14 13:59:45
tx_2024-01_107430,Merchant previously linked to fraud ring.,2025-08-11 21:18:45
tx_2024-01_114190,Device fingerprint inconsistent.,2025-06-25 14:09:47
tx_2024-01_69304,Cardholder reported unauthorized transaction.,2025-11-16 08:45:50
tx_2024-01_19349,Merchant previously linked to fraud ring.,2025-06-24 00:04:26
tx_2024-01_95611,Cardholder reported unauthorized transaction.,2025-10-22 06:40:55
tx_2024-01_26030,Cardholder reported unauthorized transaction.,2025-10-17 00:43:13
tx_2024-01_141624,Cardholder reported unauthorized transaction.,2025-12-05 07:21:17
tx_2024-01_82416,Device fingerprint inconsistent.,2025-05-30 23:21:11
tx_2024-01_29918,Device fingerprint inconsistent.,2025-04-24 11:05:26
tx_2024-01_131502,Multiple failed attempts before success.,2025-06-13 04:58:10
tx_2024-01_86198,Merchant previously linked to fraud ring.,2025-06-28 11:57:53
tx_2024-01_79967,Merchant previously linked to fraud ring.,2025-07-22 11:39:44
tx_2024-01_78307,Multiple failed attempts before success.,2025-01-19 11:33:46
tx_2024-01_83325,Merchant previously linked to fraud ring.,2025-05-09 09:19:05
tx_2024-01_107202,Cardholder reported unauthorized transaction.,2025-04-12 21:00:11
tx_2024-01_115103,Cardholder reported unauthorized transaction.,2025-03-12 06:44:05
tx_2024-01_110985,Multiple failed attempts before success.,2025-02-21 08:15:27
tx_2024-01_52757,Merchant previously linked to fraud ring.,2025-09-20 22:18:31
tx_2024-01_118981,Device fingerprint inconsistent.,2025-08-24 01:38:56
tx_2024-01_73625,Device fingerprint inconsistent.,2025-08-21 19:16:12
tx_2024-01_64194,Multiple failed attempts before success.,2025-09-04 15:31:45
tx_2024-01_95319,Multiple failed attempts before success.,2025-08-23 18:56:59
tx_2024-01_18693,Merchant previously linked to fraud ring.,2025-04-03 04:44:53
tx_2024-01_113693,Device fingerprint inconsistent.,2025-10-25 15:17:34
tx_2024-01_10714,Cardholder reported unauthorized transaction.,2025-11-16 23:55:13
tx_2024-01_113002,Device fingerprint inconsistent.,2025-03-25 15:30:01
tx_2024-01_5301,Merchant previously linked to fraud ring.,2025-01-03 19:05:15
tx_2024-01_21972,Cardholder reported unauthorized transaction.,2025-04-17 01:43:41
tx_2024-01_110022,Device fingerprint inconsistent.,2025-06-09 21:44:58
tx_2024-01_8449,Multiple failed attempts before success.,2025-12-13 01:50:33
tx_2024-01_17331,Multiple failed attempts before success.,2025-03-17 03:28:18
tx_2024-01_133334,Merchant previously linked to fraud ring.,2025-08-17 21:30:16
tx_2024-01_46231,Device fingerprint inconsistent.,2025-09-21 01:33:07
tx_2024-01_14145,Merchant previously linked to fraud ring.,2025-10-04 10:12:59
tx_2024-01_118025,Cardholder reported unauthorized transaction.,2025-07-24 23:22:30
tx_2024-01_70330,Cardholder reported unauthorized transaction.,2025-06-03 20:33:12
tx_2024-01_34201,Cardholder reported unauthorized transaction.,2025-11-21 05:42:23
tx_2024-01_5196,Device fingerprint inconsistent.,2025-05-26 12:24:05
tx_2024-01_147762,Multiple failed attempts before success.,2025-01-29 16:30:47
tx_2024-01_94360,Merchant previously linked to fraud ring.,2025-06-12 18:55:27
tx_2024-01_19943,Cardholder reported unauthorized transaction.,2025-03-19 03:59:52
tx_2024-01_8182,Merchant previously linked to fraud ring.,2025-01-18 01:16:23
tx_2024-01_63657,Multiple failed attempts before success.,2025-03-29 17:53:43
tx_2024-01_77815,Cardholder reported unauthorized transaction.,2025-01-14 08:48:29
tx_2024-01_144060,Cardholder reported unauthorized transaction.,2025-03-13 15:00:06
tx_2024-01_140718,Merchant previously linked to fraud ring.,2025-01-03 03:57:33
tx_2024-01_45201,Cardholder reported unauthorized transaction.,2025-04-05 07:39:36
tx_2024-01_128500,Merchant previously linked to fraud ring.,2025-02-22 10:35:30
tx_2024-01_10503,Merchant previously linked to fraud ring.,2025-07-10 17:00:20
tx_2024-01_39203,Cardholder reported unauthorized transaction.,2025-01-25 22:52:26
tx_2024-01_92403,Multiple failed attempts before success.,2025-11-11 19:05:56
tx_2024-01_111338,Merchant previously linked to fraud ring.,2025-01-13 04:07:25
tx_2024-01_124116,Device fingerprint inconsistent.,2025-06-26 02:32:45
tx_2024-01_27235,Merchant previously linked to fraud ring.,2025-01-20 04:32:43
tx_2024-01_130526,Merchant previously linked to fraud ring.,2025-07-15 16:35:44
tx_2024-01_37378,Cardholder reported unauthorized transaction.,2025-09-12 16:10:55
tx_2024-01_87107,Cardholder reported unauthorized transaction.,2025-04-08 16:15:15
tx_2024-01_50661,Multiple failed attempts before success.,2025-12-13 20:07:07
tx_2024-01_133116,Multiple failed attempts before success.,2025-12-17 10:47:10
tx_2024-01_85382,Merchant previously linked to fraud ring.,2025-07-29 16:25:43
tx_2024-01_49902,Device fingerprint inconsistent.,2025-07-11 17:49:49
tx_2024-01_54465,Device fingerprint inconsistent.,2025-11-12 03:33:44
tx_2024-01_86846,Multiple failed attempts before success.,2025-08-31 18:40:51
tx_2024-01_46460,Cardholder reported unauthorized transaction.,2025-09-15 16:35:19
tx_2024-01_26384,Multiple failed attempts before success.,2025-10-21 18:53:41
tx_2024-01_125238,Device fingerprint inconsistent.,2025-02-03 20:24:55
tx_2024-01_141660,Cardholder reported unauthorized transaction.,2025-01-17 08:44:41
tx_2024-01_109685,Cardholder reported unauthorized transaction.,2025-05-18 15:55:22
tx_2024-01_106339,Cardholder reported unauthorized transaction.,2025-08-30 12:25:19
tx_2024-01_93876,Merchant previously linked to fraud ring.,2025-09-01 05:41:02
tx_2024-01_16241,Merchant previously linked to fraud ring.,2025-12-07 07:11:17
tx_2024-01_81561,Device fingerprint inconsistent.,2025-05-06 22:12:12
tx_2024-01_39702,Device fingerprint inconsistent.,2025-08-09 15:27:41
tx_2024-01_125437,Cardholder reported unauthorized transaction.,2025-04-17 04:53:05
tx_2024-01_12562,Device fingerprint inconsistent.,2025-10-24 14:40:16
tx_2024-01_44642,Cardholder reported unauthorized transaction.,2025-11-29 23:17:30
tx_2024-01_117682,Cardholder reported unauthorized transaction.,2025-08-02 20:16:57
tx_2024-01_138895,Multiple failed attempts before success.,2025-08-27 18:12:34
tx_2024-01_20981,Multiple failed attempts before success.,2025-01-19 02:44:18
tx_2024-01_43293,Device fingerprint inconsistent.,2025-12-03 10:39:47
tx_2024-01_37051,Multiple failed attempts before success.,2025-12-02 13:16:35
tx_2024-01_11356,Device fingerprint inconsistent.,2025-07-26 15:37:48
tx_2024-01_80175,Multiple failed attempts before success.,2025-08-09 08:45:35
tx_2024-01_105339,Multiple failed attempts before success.,2025-08-03 00:23:46
tx_2024-01_95843,Multiple failed attempts before success.,2025-01-16 12:23:49
tx_2024-01_82517,Merchant previously linked to fraud ring.,2025-07-29 23:32:34
tx_2024-01_56659,Cardholder reported unauthorized transaction.,2025-03-27 02:03:08
tx_2024-01_132646,Device fingerprint inconsistent.,2025-02-01 12:54:17
tx_2024-01_35933,Merchant previously linked to fraud ring.,2025-04-21 22:12:41
tx_2024-01_142079,Multiple failed attempts before success.,2025-03-22 21:02:42
tx_2024-01_24785,Cardholder reported unauthorized transaction.,2025-04-03 08:41:18
tx_2024-01_28245,Cardholder reported unauthorized transaction.,2025-07-19 09:34:47
tx_2024-01_63613,Device fingerprint inconsistent.,2025-02-12 20:01:01
tx_2024-01_48207,Merchant previously linked to fraud ring.,2025-09-19 23:36:08
tx_2024-01_104456,Cardholder reported unauthorized transaction.,2025-11-06 06:23:16
tx_2024-01_8848,Device fingerprint inconsistent.,2025-06-03 06:05:01
tx_2024-01_124300,Device fingerprint inconsistent.,2025-03-29 16:21:48
tx_2024-01_92800,Merchant previously linked to fraud ring.,2025-01-23 09:59:42
tx_2024-01_131664,Device fingerprint inconsistent.,2025-04-02 23:11:00
tx_2024-01_139696,Multiple failed attempts before success.,2025-05-06 07:48:57
tx_2024-01_128976,Merchant previously linked to fraud ring.,2025-04-13 12:40:08
tx_2024-01_100895,Device fingerprint inconsistent.,2025-11-04 23:45:08
tx_2024-01_94610,Cardholder reported unauthorized transaction.,2025-04-24 15:23:59
tx_2024-01_17560,Merchant previously linked to fraud ring.,2025-04-06 05:04:02
tx_2024-01_134643,Device fingerprint inconsistent.,2025-05-05 00:24:16
tx_2024-01_83067,Merchant previously linked to fraud ring.,2025-02-01 10:22:38
tx_2024-01_135887,Cardholder reported unauthorized transaction.,2025-02-18 23:33:39
tx_2024-01_92635,Device fingerprint inconsistent.,2025-03-29 16:16:53
tx_2024-01_60873,Cardholder reported unauthorized transaction.,2025-10-13 20:16:47
tx_2024-01_36549,Merchant previously linked to fraud ring.,2025-03-06 00:57:27
tx_2024-01_112257,Multiple failed attempts before success.,2025-10-29 23:14:00
tx_2024-01_68259,Cardholder reported unauthorized transaction.,2025-08-15 23:46:28
tx_2024-01_149040,Device fingerprint inconsistent.,2025-07-18 19:40:32
tx_2024-01_108941,Multiple failed attempts before success.,2025-06-28 21:21:29
tx_2024-01_198,Cardholder reported unauthorized transaction.,2025-01-05 16:25:05
tx_2024-01_147180,Cardholder reported unauthorized transaction.,2025-03-17 02:28:13
tx_2024-01_9701,Multiple failed attempts before success.,2025-06-12 18:40:01
tx_2024-01_135158,Multiple failed attempts before success.,2025-08-12 21:40:36
tx_2024-01_146268,Cardholder reported unauthorized transaction.,2025-06-10 19:23:35
tx_2024-01_19641,Cardholder reported unauthorized transaction.,2025-01-08 02:05:55
tx_2024-01_80337,Merchant previously linked to fraud ring.,2025-06-11 19:21:05
tx_2024-01_46277,Merchant previously linked to fraud ring.,2025-05-05 22:26:13
tx_2024-01_107294,Cardholder reported unauthorized transaction.,2025-08-22 23:54:28
tx_2024-01_42274,Device fingerprint inconsistent.,2025-04-13 23:29:48
tx_2024-01_85503,Device fingerprint inconsistent.,2025-08-25 21:54:29
tx_2024-01_33975,Merchant previously linked to fraud ring.,2025-05-09 02:34:24
tx_2024-01_70193,Multiple failed attempts before success.,2025-11-18 15:27:26
tx_2024-01_26918,Multiple failed attempts before success.,2025-09-13 03:57:46
tx_2024-01_11943,Multiple failed attempts before success.,2025-03-15 01:44:52
tx_2024-01_149513,Multiple failed attempts before success.,2025-04-27 13:56:05
tx_2024-01_65634,Merchant previously linked to fraud ring.,2025-01-05 18:17:02
tx_2024-01_7429,Device fingerprint inconsistent.,2025-11-03 10:17:33
tx_2024-01_59014,Multiple failed attempts before success.,2025-02-14 13:28:37
tx_2024-01_50531,Multiple failed attempts before success.,2025-09-14 06:40:23
tx_2024-01_125258,Merchant previously linked to fraud ring.,2025-11-28 22:03:53
tx_2024-01_41897,Device fingerprint inconsistent.,2025-01-22 17:55:32
tx_2024-01_56060,Merchant previously linked to fraud ring.,2025-02-19 20:30:19
tx_2024-01_138127,Device fingerprint inconsistent.,2025-09-23 12:33:41
tx_2024-01_145741,Merchant previously linked to fraud ring.,2025-01-15 05:23:11
tx_2024-01_59073,Multiple failed attempts before success.,2025-09-30 19:07:01
tx_2024-01_125655,Multiple failed attempts before success.,2025-02-28 17:44:42
tx_2024-01_112490,Device fingerprint inconsistent.,2025-07-28 07:29:15
tx_2024-01_87265,Cardholder reported unauthorized transaction.,2025-11-12 01:06:31
tx_2024-01_116836,Cardholder reported unauthorized transaction.,2025-07-22 17:46:05
tx_2024-01_88702,Multiple failed attempts before success.,2025-04-06 20:54:42
tx_2024-01_23831,Merchant previously linked to fraud ring.,2025-09-10 05:18:34
tx_2024-01_24235,Device fingerprint inconsistent.,2025-03-30 06:39:17
tx_2024-01_78853,Device fingerprint inconsistent.,2025-07-05 01:52:34
tx_2024-01_67003,Device fingerprint inconsistent.,2025-04-28 22:02:10
tx_2024-01_44615,Cardholder reported unauthorized transaction.,2025-03-28 04:56:20
tx_2024-01_29995,Cardholder reported unauthorized transaction.,2025-11-12 09:34:09
tx_2024-01_46482,Multiple failed attempts before success.,2025-07-03 16:23:59
tx_2024-01_52482,Cardholder reported unauthorized transaction.,2025-05-24 18:40:43
tx_2024-01_131238,Cardholder reported unauthorized transaction.,2025-08-24 13:42:02
tx_2024-01_100942,Device fingerprint inconsistent.,2025-11-28 04:10:29
tx_2024-01_36141,Device fingerprint inconsistent.,2025-04-14 15:34:30
tx_2024-01_146682,Device fingerprint inconsistent.,2025-09-20 21:44:42
tx_2024-01_43385,Merchant previously linked to fraud ring.,2025-07-22 17:50:33
tx_2024-01_67350,Cardholder reported unauthorized transaction.,2025-06-04 15:32:08
tx_2024-01_21321,Merchant previously linked to fraud ring.,2025-08-10 23:51:12
tx_2024-01_38285,Device fingerprint inconsistent.,2025-08-03 20:54:22
tx_2024-01_25479,Cardholder reported unauthorized transaction.,2025-09-03 15:26:02
tx_2024-01_106180,Cardholder reported unauthorized transaction.,2025-09-23 23:24:52
tx_2024-01_58904,Cardholder reported unauthorized transaction.,2025-12-03 05:06:49
tx_2024-01_78957,Merchant previously linked to fraud ring.,2025-12-18 07:58:59
tx_2024-01_64443,Merchant previously linked to fraud ring.,2025-03-25 13:52:54
tx_2024-01_34759,Device fingerprint inconsistent.,2025-07-25 03:18:02
tx_2024-01_92804,Multiple failed attempts before success.,2025-01-27 07:46:54
tx_2024-01_139571,Cardholder reported unauthorized transaction.,2025-01-21 05:18:31
tx_2024-01_99414,Multiple failed attempts before success.,2025-09-23 04:32:53
tx_2024-01_62543,Device fingerprint inconsistent.,2025-01-12 14:41:44
tx_2024-01_20016,Merchant previously linked to fraud ring.,2025-09-24 12:05:11
tx_2024-01_14842,Cardholder reported unauthorized transaction.,2025-02-19 21:41:09
tx_2024-01_122362,Device fingerprint inconsistent.,2025-04-10 04:27:12
tx_2024-01_129939,Cardholder reported unauthorized transaction.,2025-04-27 07:02:09
tx_2024-01_24513,Multiple failed attempts before success.,2025-12-19 06:40:49
tx_2024-01_123464,Device fingerprint inconsistent.,2025-06-11 16:02:49
tx_2024-01_68578,Multiple failed attempts before success.,2025-06-15 10:46:38
tx_2024-01_74329,Merchant previously linked to fraud ring.,2025-10-11 13:59:19
tx_2024-01_115934,Merchant previously linked to fraud ring.,2025-04-28 18:54:55
tx_2024-01_21776,Device fingerprint inconsistent.,2025-10-26 04:53:03
tx_2024-01_137999,Cardholder reported unauthorized transaction.,2025-08-29 22:10:06
tx_2024-01_74744,Cardholder reported unauthorized transaction.,2025-07-30 08:18:42
tx_2024-01_128565,Multiple failed attempts before success.,2025-01-05 12:05:52
tx_2024-01_102915,Multiple failed attempts before success.,2025-01-03 07:01:09
tx_2024-01_143148,Cardholder reported unauthorized transaction.,2025-09-15 17:52:33
tx_2024-01_37378,Device fingerprint inconsistent.,2025-09-15 01:34:23
tx_2024-01_83691,Device fingerprint inconsistent.,2025-02-19 15:55:48
tx_2024-01_38044,Device fingerprint inconsistent.,2025-01-17 11:10:09
tx_2024-01_62971,Device fingerprint inconsistent.,2025-02-10 19:15:30
tx_2024-01_97059,Cardholder reported unauthorized transaction.,2025-08-23 02:18:04
tx_2024-01_143741,Multiple failed attempts before success.,2025-01-20 03:05:39
tx_2024-01_42653,Merchant previously linked to fraud ring.,2025-05-20 08:07:19
tx_2024-01_75294,Device fingerprint inconsistent.,2025-09-06 19:27:22
tx_2024-01_60850,Multiple failed attempts before success.,2025-07-27 16:03:03
tx_2024-01_107145,Cardholder reported unauthorized transaction.,2025-04-21 03:28:09
tx_2024-01_43827,Device fingerprint inconsistent.,2025-05-17 15:54:03
tx_2024-01_12210,Device fingerprint inconsistent.,2025-10-07 02:29:55
tx_2024-01_76934,Device fingerprint inconsistent.,2025-05-30 12:20:53
tx_2024-01_133870,Multiple failed attempts before success.,2025-04-03 09:20:38
tx_2024-01_60196,Multiple failed attempts before success.,2025-12-16 16:48:11
tx_2024-01_146708,Multiple failed attempts before success.,2025-03-21 05:48:49
tx_2024-01_3273,Merchant previously linked to fraud ring.,2025-09-01 17:51:13
tx_2024-01_3099,Device fingerprint inconsistent.,2025-07-19 03:20:05
tx_2024-01_9743,Multiple failed attempts before success.,2025-02-12 05:53:29
tx_2024-01_146644,Cardholder reported unauthorized transaction.,2025-01-19 09:21:11
tx_2024-01_61128,Device fingerprint inconsistent.,2025-07-02 02:42:27
tx_2024-01_44643,Multiple failed attempts before success.,2025-10-15 01:50:08
tx_2024-01_122254,Multiple failed attempts before success.,2025-07-12 05:34:00
tx_2024-01_124756,Multiple failed attempts before success.,2025-09-14 13:46:38
tx_2024-01_125585,Multiple failed attempts before success.,2025-03-13 17:17:49
tx_2024-01_84642,Merchant previously linked to fraud ring.,2025-06-05 20:43:22
tx_2024-01_83120,Cardholder reported unauthorized transaction.,2025-01-01 06:04:46
tx_2024-01_100513,Merchant previously linked to fraud ring.,2025-03-22 03:32:38
tx_2024-01_80476,Merchant previously linked to fraud ring.,2025-01-08 00:12:38
tx_2024-01_5208,Multiple failed attempts before success.,2025-03-25 16:28:40
tx_2024-01_149176,Device fingerprint inconsistent.,2025-10-08 15:11:58
tx_2024-01_78573,Device fingerprint inconsistent.,2025-05-27 11:31:57
tx_2024-01_76057,Cardholder reported unauthorized transaction.,2025-10-19 08:03:07
tx_2024-01_40038,Multiple failed attempts before success.,2025-09-01 18:29:44
tx_2024-01_87721,Merchant previously linked to fraud ring.,2025-11-13 10:56:16
tx_2024-01_66708,Merchant previously linked to fraud ring.,2025-12-12 12:20:19
tx_2024-01_37365,Multiple failed attempts before success.,2025-10-04 14:48:08
tx_2024-01_66705,Multiple failed attempts before success.,2025-09-24 13:36:47
tx_2024-01_1330,Multiple failed attempts before success.,2025-06-22 01:30:12
tx_2024-01_48480,Cardholder reported unauthorized transaction.,2025-07-22 19:42:55
tx_2024-01_96270,Multiple failed attempts before success.,2025-08-15 14:42:04
tx_2024-01_98620,Cardholder reported unauthorized transaction.,2025-01-22 12:50:08
tx_2024-01_95723,Cardholder reported unauthorized transaction.,2025-06-05 01:55:48
tx_2024-01_101513,Device fingerprint inconsistent.,2025-09-12 03:14:43
tx_2024-01_8893,Cardholder reported unauthorized transaction.,2025-10-24 13:25:49
tx_2024-01_129567,Multiple failed attempts before success.,2025-11-03 07:43:19
tx_2024-01_3940,Multiple failed attempts before success.,2025-08-30 10:13:33
tx_2024-01_146291,Cardholder reported unauthorized transaction.,2025-11-08 15:13:43
tx_2024-01_93941,Cardholder reported unauthorized transaction.,2025-03-21 06:05:25
tx_2024-01_114517,Cardholder reported unauthorized transaction.,2025-09-04 08:55:01
tx_2024-01_70377,Device fingerprint inconsistent.,2025-02-07 13:22:14
tx_2024-01_45785,Multiple failed attempts before success.,2025-12-10 22:19:52
tx_2024-01_37137,Multiple failed attempts before success.,2025-08-02 09:53:59
tx_2024-01_13546,Multiple failed attempts before success.,2025-11-25 15:40:49
tx_2024-01_82771,Merchant previously linked to fraud ring.,2025-07-03 00:32:04
tx_2024-01_66194,Multiple failed attempts before success.,2025-05-18 14:25:54
tx_2024-01_135465,Cardholder reported unauthorized transaction.,2025-08-01 01:34:46
tx_2024-01_95557,Multiple failed attempts before success.,2025-09-30 06:23:34
tx_2024-01_29997,Multiple failed attempts before success.,2025-04-06 22:47:09
tx_2024-01_35955,Cardholder reported unauthorized transaction.,2025-04-15 15:46:24
tx_2024-01_141136,Multiple failed attempts before success.,2025-08-17 21:57:15
tx_2024-01_133450,Multiple failed attempts before success.,2025-07-11 04:10:40
tx_2024-01_136866,Multiple failed attempts before success.,2025-09-16 19:07:26
tx_2024-01_39172,Cardholder reported unauthorized transaction.,2025-06-10 02:40:13
tx_2024-01_101504,Merchant previously linked to fraud ring.,2025-09-09 03:48:13
tx_2024-01_128226,Cardholder reported unauthorized transaction.,2025-11-06 03:04:54
tx_2024-01_44151,Device fingerprint inconsistent.,2025-01-17 14:32:15
tx_2024-01_96033,Merchant previously linked to fraud ring.,2025-05-10 05:06:13
tx_2024-01_105349,Cardholder reported unauthorized transaction.,2025-01-07 02:29:24
tx_2024-01_88927,Device fingerprint inconsistent.,2025-07-14 07:40:39
tx_2024-01_42560,Device fingerprint inconsistent.,2025-04-07 15:24:46
tx_2024-01_40721,Multiple failed attempts before success.,2025-03-30 09:04:45
tx_2024-01_21072,Merchant previously linked to fraud ring.,2025-01-24 06:02:09
tx_2024-01_44546,Cardholder reported unauthorized transaction.,2025-08-21 12:49:34
tx_2024-01_40336,Multiple failed attempts before success.,2025-03-19 21:53:34
tx_2024-01_22306,Cardholder reported unauthorized transaction.,2025-04-13 18:07:21
tx_2024-01_108747,Device fingerprint inconsistent.,2025-09-29 21:43:18
tx_2024-01_126188,Cardholder reported unauthorized transaction.,2025-04-27 18:43:37
tx_2024-01_34244,Cardholder reported unauthorized transaction.,2025-06-19 08:51:15
tx_2024-01_40494,Merchant previously linked to fraud ring.,2025-01-17 04:36:23
tx_2024-01_78453,Cardholder reported unauthorized transaction.,2025-11-22 01:44:14
tx_2024-01_143511,Merchant previously linked to fraud ring.,2025-05-15 11:49:48
tx_2024-01_145553,Device fingerprint inconsistent.,2025-04-03 10:05:50
tx_2024-01_124112,Cardholder reported unauthorized transaction.,2025-08-03 19:04:52
tx_2024-01_67440,Device fingerprint inconsistent.,2025-12-03 15:08:56
tx_2024-01_111849,Device fingerprint inconsistent.,2025-03-21 08:40:14
tx_2024-01_45082,Device fingerprint inconsistent.,2025-02-14 23:14:12
tx_2024-01_57785,Cardholder reported unauthorized transaction.,2025-02-09 15:35:28
tx_2024-01_116452,Cardholder reported unauthorized transaction.,2025-09-07 19:39:03
tx_2024-01_126939,Cardholder reported unauthorized transaction.,2025-01-22 08:56:05
tx_2024-01_144101,Device fingerprint inconsistent.,2025-03-06 15:53:18
tx_2024-01_36198,Cardholder reported unauthorized transaction.,2025-02-07 04:02:28
tx_2024-01_18,Merchant previously linked to fraud ring.,2025-04-03 15:42:42
tx_2024-01_120529,Device fingerprint inconsistent.,2025-04-06 11:55:23
tx_2024-01_53697,Device fingerprint inconsistent.,2025-08-19 08:08:53
tx_2024-01_45967,Cardholder reported unauthorized transaction.,2025-01-08 12:02:47
tx_2024-01_145021,Multiple failed attempts before success.,2025-11-06 17:40:31
tx_2024-01_26557,Merchant previously linked to fraud ring.,2025-09-12 03:45:13
tx_2024-01_27053,Multiple failed attempts before success.,2025-11-03 02:34:42
tx_2024-01_94688,Merchant previously linked to fraud ring.,2025-08-11 07:19:12
tx_2024-01_138084,Merchant previously linked to fraud ring.,2025-09-02 16:14:41
tx_2024-01_112646,Merchant previously linked to fraud ring.,2025-05-18 20:49:41
tx_2024-01_72763,Cardholder reported unauthorized transaction.,2025-06-19 19:24:49
tx_2024-01_7279,Multiple failed attempts before success.,2025-06-22 19:56:10
tx_2024-01_69289,Device fingerprint inconsistent.,2025-12-16 04:35:55
tx_2024-01_33212,Cardholder reported unauthorized transaction.,2025-11-24 21:37:15
tx_2024-01_68416,Cardholder reported unauthorized transaction.,2025-06-30 07:31:42
tx_2024-01_59652,Device fingerprint inconsistent.,2025-02-28 08:34:46
tx_2024-01_13441,Cardholder reported unauthorized transaction.,2025-10-06 04:20:40
tx_2024-01_129561,Cardholder reported unauthorized transaction.,2025-06-13 14:29:33
tx_2024-01_2563,Multiple failed attempts before success.,2025-11-12 09:44:54
tx_2024-01_99361,Merchant previously linked to fraud ring.,2025-06-28 14:13:07
tx_2024-01_79086,Device fingerprint inconsistent.,2025-02-16 09:39:57
tx_2024-01_3914,Cardholder reported unauthorized transaction.,2025-12-08 06:11:56
tx_2024-01_54073,Multiple failed attempts before success.,2025-05-16 02:34:57
tx_2024-01_79851,Cardholder reported unauthorized transaction.,2025-02-15 03:00:47
tx_2024-01_138662,Merchant previously linked to fraud ring.,2025-08-23 05:14:13
tx_2024-01_90687,Cardholder reported unauthorized transaction.,2025-07-23 18:04:00
tx_2024-01_100165,Cardholder reported unauthorized transaction.,2025-04-23 20:32:58
tx_2024-01_31446,Merchant previously linked to fraud ring.,2025-02-05 07:46:18
tx_2024-01_125142,Merchant previously linked to fraud ring.,2025-04-23 00:03:41
tx_2024-01_24334,Multiple failed attempts before success.,2025-03-04 18:13:50
tx_2024-01_3942,Multiple failed attempts before success.,2025-08-18 01:03:35
tx_2024-01_117782,Cardholder reported unauthorized transaction.,2025-03-10 13:33:16
tx_2024-01_2003,Device fingerprint inconsistent.,2025-04-25 11:23:59
tx_2024-01_35973,Merchant previously linked to fraud ring.,2025-05-06 22:30:25
